# mesh name: boxMesh_1
# primitive scorer name: dDep
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
17,30,0,3.583208940487448e-06,1.276009359311859e-11,2
17,31,0,8.841762076439495e-09,7.817675661636364e-17,1
17,32,0,9.902782057946499e-09,9.53820255859329e-17,2
17,33,0,3.358384305373834e-11,1.127874514258128e-21,1
17,34,0,0,0,0
17,35,0,1.707535162901264e-10,2.915676332544245e-20,1
17,36,0,0,0,0
17,37,0,0,0,0
17,38,0,0,0,0
17,39,0,0,0,0
17,40,0,0,0,0
17,41,0,0,0,0
17,42,0,0,0,0
17,43,0,0,0,0
17,44,0,0,0,0
17,45,0,0,0,0
17,46,0,0,0,0
17,47,0,0,0,0
17,48,0,0,0,0
17,49,0,0,0,0
17,50,0,1.249312186892471e-11,1.560780940318049e-22,1
18,0,0,0,0,0
18,1,0,0,0,0
18,2,0,0,0,0
18,3,0,0,0,0
18,4,0,0,0,0
18,5,0,0,0,0
18,6,0,0,0,0
18,7,0,0,0,0
18,8,0,0,0,0
18,9,0,0,0,0
18,10,0,0,0,0
18,11,0,0,0,0
18,12,0,0,0,0
18,13,0,0,0,0
18,14,0,0,0,0
18,15,0,0,0,0
18,16,0,5.720001784058953e-11,3.271842040963761e-21,1
18,17,0,0,0,0
18,18,0,0,0,0
18,19,0,4.113055352761239e-06,1.671852930430535e-11,3
18,20,0,8.886581775373651e-09,5.558790841523932e-17,2
18,21,0,1.70285424875085e-08,1.6472347897448e-16,3
18,22,0,6.334032208247444e-09,3.188824983867335e-17,2
18,23,0,3.036594920631731e-06,9.219901770452548e-12,2
18,24,0,2.579262197817323e-06,6.652419094599245e-12,2
18,25,0,4.30962876718602e-06,1.843852022360042e-11,6
18,26,0,3.632447127264309e-06,1.310596557241825e-11,3
18,27,0,7.035892779491741e-06,2.491571067426815e-11,2
18,28,0,2.752465381983993e-06,7.5124976280807e-12,3
18,29,0,1.406669219455805e-08,8.309297673399748e-17,5
18,30,0,2.651460873529034e-08,3.608299797062239e-16,2
18,31,0,8.001151848405094e-09,3.202111161078201e-17,2
18,32,0,2.720816599824295e-11,7.402842969879435e-22,1
18,33,0,0,0,0
18,34,0,0,0,0
18,35,0,0,0,0
18,36,0,0,0,0
18,37,0,0,0,0
18,38,0,0,0,0
18,39,0,0,0,0
18,40,0,0,0,0
18,41,0,0,0,0
18,42,0,0,0,0
18,43,0,0,0,0
18,44,0,0,0,0
18,45,0,0,0,0
18,46,0,0,0,0
18,47,0,0,0,0
18,48,0,0,0,0
18,49,0,0,0,0
18,50,0,1.120993323334146e-11,1.256626030959733e-22,1
19,0,0,2.241986646668292e-11,2.513252061919466e-22,2
19,1,0,0,0,0
19,2,0,0,0,0
19,3,0,0,0,0
19,4,0,8.369172311881511e-10,7.004304518596411e-19,1
19,5,0,5.581666896581647e-11,3.11550053443954e-21,1
19,6,0,1.227496558851276e-10,1.506747801991724e-20,1
19,7,0,0,0,0
19,8,0,0,0,0
19,9,0,0,0,0
19,10,0,0,0,0
19,11,0,0,0,0
19,12,0,0,0,0
19,13,0,0,0,0
19,14,0,0,0,0
19,15,0,0,0,0
19,16,0,7.841474034089772e-09,6.148871502730411e-17,1
19,17,0,0,0,0
19,18,0,3.36728288183976e-06,1.133806181208943e-11,2
19,19,0,8.189294985129057e-06,6.689724629536647e-11,2
19,20,0,2.586646146637314e-08,3.739947473386902e-16,2
19,21,0,1.647344222295373e-08,1.047330438787031e-16,3
19,22,0,1.376852295341547e-08,1.895722243187287e-16,1
19,23,0,2.693240010094255e-06,7.231039888517079e-12,2
19,24,0,2.885841512458147e-06,8.32267358092766e-12,2
19,25,0,2.257217572803606e-08,2.15408187662346e-16,5
19,26,0,5.959023362550713e-09,3.550995943542521e-17,1
19,27,0,6.911586115891976e-06,2.392691684679829e-11,5
19,28,0,1.233849025516897e-08,1.339053091005157e-16,2
19,29,0,2.532998527791966e-06,6.276352871367301e-12,5
19,30,0,2.674830723684025e-06,7.064446108188256e-12,3
19,31,0,4.774577196638666e-06,2.26731008153234e-11,2
19,32,0,1.649514823711988e-08,1.443079302708586e-16,2
19,33,0,1.018158458956759e-05,3.500606586648356e-11,3
19,34,0,0,0,0
19,35,0,1.753617192531221e-10,3.075173257941082e-20,1
19,36,0,0,0,0
19,37,0,0,0,0
19,38,0,0,0,0
19,39,0,1.120993323334146e-11,1.256626030959733e-22,1
19,40,0,3.618784435411915e-10,1.309560078997953e-19,1
19,41,0,0,0,0
19,42,0,1.023268195209955e-10,1.047077799328239e-20,1
19,43,0,0,0,0
19,44,0,0,0,0
19,45,0,0,0,0
19,46,0,0,0,0
19,47,0,0,0,0
19,48,0,0,0,0
19,49,0,0,0,0
19,50,0,0,0,0
20,0,0,0,0,0
20,1,0,5.777787478888983e-10,3.338282815120631e-19,1
20,2,0,1.120993323334146e-11,1.256626030959733e-22,1
20,3,0,0,0,0
20,4,0,1.120993323334146e-11,1.256626030959733e-22,1
20,5,0,1.833619151796765e-11,3.362159193835888e-22,1
20,6,0,1.034847830655541e-09,1.070910032612479e-18,1
20,7,0,3.488857998358802e-10,1.217213013271218e-19,1
20,8,0,0,0,0
20,9,0,0,0,0
20,10,0,0,0,0
20,11,0,0,0,0
20,12,0,0,0,0
20,13,0,0,0,0
20,14,0,0,0,0
20,15,0,6.509555744887267e-09,3.577576985330453e-17,2
20,16,0,9.393956386076486e-09,8.82464165835072e-17,1
20,17,0,0,0,0
20,18,0,2.016387842964271e-08,2.693397409223153e-16,2
20,19,0,9.073937240938569e-09,6.62647695839467e-17,2
20,20,0,1.483766835882948e-08,9.068037017998157e-17,3
20,21,0,3.556780651221847e-06,1.260330074410843e-11,3
20,22,0,3.251949007729206e-09,5.356619195210593e-18,2
20,23,0,9.470218245376703e-09,8.96850336150658e-17,1
20,24,0,1.117531586267912e-05,7.264547694109195e-11,2
20,25,0,9.470428068006298e-06,4.750609749716107e-11,3
20,26,0,1.629871987189721e-09,2.656482694625771e-18,1
20,27,0,1.462562794438718e-08,7.585920951802383e-17,4
20,28,0,2.711006515856372e-06,7.287228598466642e-12,2
20,29,0,3.610486836278851e-08,4.724478765850812e-16,4
20,30,0,2.087573228017025e-08,1.817115087750255e-16,3
20,31,0,2.753022626113281e-08,2.884210838298473e-16,4
20,32,0,8.559535934659758e-06,4.188419853656446e-11,6
20,33,0,1.502920822988382e-08,8.87523337072801e-17,4
20,34,0,4.82332048323949e-06,2.326323213455148e-11,2
20,35,0,1.583602913334691e-11,2.507798187122121e-22,1
20,36,0,0,0,0
20,37,0,0,0,0
20,38,0,1.120993323334146e-11,1.256626030959733e-22,1
20,39,0,6.849617147733903e-10,4.691725507053033e-19,1
20,40,0,0,0,0
20,41,0,0,0,0
20,42,0,0,0,0
20,43,0,0,0,0
20,44,0,0,0,0
20,45,0,0,0,0
20,46,0,0,0,0
20,47,0,0,0,0
20,48,0,0,0,0
20,49,0,0,0,0
20,50,0,0,0,0
21,0,0,0,0,0
21,1,0,0,0,0
21,2,0,0,0,0
21,3,0,0,0,0
21,4,0,0,0,0
21,5,0,0,0,0
21,6,0,0,0,0
21,7,0,0,0,0
21,8,0,0,0,0
21,9,0,0,0,0
21,10,0,0,0,0
21,11,0,0,0,0
21,12,0,0,0,0
21,13,0,0,0,0
21,14,0,0,0,0
21,15,0,0,0,0
21,16,0,0,0,0
21,17,0,0,0,0
21,18,0,6.371398376593325e-09,4.059471727325605e-17,1
21,19,0,3.871215080854997e-06,1.498630620223916e-11,1
21,20,0,7.135319366140535e-06,2.648368187090591e-11,4
21,21,0,3.661302434249964e-08,4.930183390587803e-16,5
21,22,0,1.315856458777468e-05,6.993598507254403e-11,4
21,23,0,3.303448066908065e-06,1.080139880689543e-11,3
21,24,0,6.606563149474829e-06,2.201777868903037e-11,2
21,25,0,5.201835424497479e-06,1.348035346776133e-11,8
21,26,0,6.470233711826533e-06,2.102481680580824e-11,5
21,27,0,5.878817977905651e-06,1.712138058008522e-11,6
21,28,0,3.745729138861931e-06,1.40224386813248e-11,3
21,29,0,6.814167958451463e-06,2.443370975117626e-11,5
21,30,0,7.861840577189881e-09,3.35142719505873e-17,3
21,31,0,2.812969481425281e-06,7.765184771099859e-12,6
21,32,0,1.266324867002542e-08,1.603578668789005e-16,1
21,33,0,3.419389709278636e-06,1.160231047320668e-11,4
21,34,0,6.498107922394387e-09,4.197673568917026e-17,2
21,35,0,3.183075685758843e-06,1.013197082126913e-11,1
21,36,0,0,0,0
21,37,0,2.50735539034218e-08,6.170542343665672e-16,2
21,38,0,1.364330683369465e-07,1.859498842929838e-14,2
21,39,0,1.120993323334146e-11,1.256626030959733e-22,1
21,40,0,9.428836615738912e-10,8.890295992629881e-19,1
21,41,0,0,0,0
21,42,0,0,0,0
21,43,0,0,0,0
21,44,0,0,0,0
21,45,0,0,0,0
21,46,0,0,0,0
21,47,0,0,0,0
21,48,0,0,0,0
21,49,0,0,0,0
21,50,0,1.120993323334146e-11,1.256626030959733e-22,1
22,0,0,2.241986646668292e-11,2.513252061919466e-22,2
22,1,0,0,0,0
22,2,0,0,0,0
22,3,0,0,0,0
22,4,0,0,0,0
22,5,0,0,0,0
22,6,0,2.004836502630816e-10,4.019369402280962e-20,1
22,7,0,5.523811743829299e-10,3.051249618126648e-19,1
22,8,0,1.120993323334146e-11,1.256626030959733e-22,1
22,9,0,0,0,0
22,10,0,4.384337254650731e-10,1.922241316251831e-19,1
22,11,0,0,0,0
22,12,0,3.855712924062761e-11,1.48665221527846e-21,1
22,13,0,0,0,0
22,14,0,0,0,0
22,15,0,0,0,0
22,16,0,4.936535915267035e-06,2.436938684272134e-11,1
22,17,0,9.135853722230644e-10,8.346382323399551e-19,1
22,18,0,2.51653506033397e-06,6.332948709890099e-12,1
22,19,0,1.843712933328855e-09,1.325112521667343e-18,3
22,20,0,5.823790434956533e-06,1.709877717433864e-11,6
22,21,0,7.958029868354539e-06,3.141261596737381e-11,6
22,22,0,6.023301204603239e-06,1.800015883947679e-11,7
22,23,0,9.561203974962989e-06,3.207151781541117e-11,7
22,24,0,1.020491598109552e-05,3.478102205933531e-11,8
22,25,0,4.231712483880056e-06,1.784883457309004e-11,3
22,26,0,9.788610788387912e-06,3.255600310413093e-11,14
22,27,0,5.124103680221317e-08,4.926394672286911e-16,7
22,28,0,3.312609992034853e-06,1.095398854886493e-11,4
22,29,0,5.883746051991501e-06,1.714176696767209e-11,7
22,30,0,4.314276389984489e-06,1.853774742875242e-11,5
22,31,0,5.678211511054952e-06,1.611403193526585e-11,5
22,32,0,1.299207577558566e-08,1.687940329585596e-16,1
22,33,0,1.44523856948782e-08,7.283673452697942e-17,4
22,34,0,1.041466262943859e-08,1.084651976850248e-16,1
22,35,0,0,0,0
22,36,0,0,0,0
22,37,0,0,0,0
22,38,0,8.198131126082124e-05,6.720935396043655e-09,1
22,39,0,0,0,0
22,40,0,0,0,0
22,41,0,0,0,0
22,42,0,0,0,0
22,43,0,0,0,0
22,44,0,0,0,0
22,45,0,0,0,0
22,46,0,0,0,0
22,47,0,0,0,0
22,48,0,3.177530741237739e-10,1.009670161151086e-19,1
22,49,0,0,0,0
22,50,0,0,0,0
23,0,0,1.120993323334146e-11,1.256626030959733e-22,1
23,1,0,0,0,0
23,2,0,0,0,0
23,3,0,0,0,0
23,4,0,0,0,0
23,5,0,0,0,0
23,6,0,0,0,0
23,7,0,0,0,0
23,8,0,0,0,0
23,9,0,0,0,0
23,10,0,0,0,0
23,11,0,0,0,0
23,12,0,0,0,0
23,13,0,0,0,0
23,14,0,0,0,0
23,15,0,3.422595027542093e-06,1.165957492587392e-11,2
23,16,0,9.850934867209057e-09,5.287521566998887e-17,2
23,17,0,4.262083682773043e-06,1.816229714618422e-11,2
23,18,0,6.33476357068389e-06,2.006530147991943e-11,6
23,19,0,5.867573209868628e-08,8.475251600075563e-16,6
23,20,0,7.07659769738029e-06,2.529495146757065e-11,4
23,21,0,2.224906678092731e-08,1.8688462894305e-16,6
23,22,0,6.929744022631296e-06,2.422624266599108e-11,7
23,23,0,1.388930297916251e-07,1.066165962088512e-14,6
23,24,0,1.000608167589497e-05,2.429657756747182e-11,38
23,25,0,3.028897478937103e-05,1.300792218659278e-10,107
23,26,0,6.342616468543701e-06,1.143487141903673e-11,37
23,27,0,6.292223044135515e-06,1.995603592989808e-11,8
23,28,0,6.779573675473738e-06,2.275520202606225e-11,7
23,29,0,2.898596097566122e-06,7.96560597556115e-12,9
23,30,0,3.475970367494649e-06,1.203561858977588e-11,6
23,31,0,2.824281486462798e-06,7.890373902672227e-12,3
23,32,0,4.27139095413361e-09,1.824478068305443e-17,1
23,33,0,2.857151193010376e-09,8.163312939720616e-18,1
23,34,0,3.239508628505098e-06,1.026730620428671e-11,2
23,35,0,0,0,0
23,36,0,0,0,0
23,37,0,0,0,0
23,38,0,0,0,0
23,39,0,0,0,0
23,40,0,0,0,0
23,41,0,3.337127812763626e-10,1.113642203872054e-19,1
23,42,0,3.908238149310613e-10,1.527432543172685e-19,1
23,43,0,0,0,0
23,44,0,0,0,0
23,45,0,0,0,0
23,46,0,0,0,0
23,47,0,0,0,0
23,48,0,0,0,0
23,49,0,0,0,0
23,50,0,1.204663310558098e-11,1.451213691804795e-22,1
24,0,0,1.120993323334146e-11,1.256626030959733e-22,1
24,1,0,0,0,0
24,2,0,0,0,0
24,3,0,0,0,0
24,4,0,0,0,0
24,5,0,0,0,0
24,6,0,0,0,0
24,7,0,0,0,0
24,8,0,0,0,0
24,9,0,0,0,0
24,10,0,0,0,0
24,11,0,0,0,0
24,12,0,0,0,0
24,13,0,2.609532422782166e-10,6.809659465551359e-20,1
24,14,0,0,0,0
24,15,0,2.5629727009675e-10,6.568829065904643e-20,1
24,16,0,1.549451425150376e-08,2.40079971890053e-16,1
24,17,0,3.939028971573214e-06,1.537023935844322e-11,4
24,18,0,2.640882136292199e-06,6.872158305707539e-12,5
24,19,0,3.767969825501565e-06,1.414651049617052e-11,2
24,20,0,6.271944017791379e-06,1.956892849165252e-11,5
24,21,0,6.316348126858105e-06,1.979070749581024e-11,6
24,22,0,4.032234931500828e-06,1.609773982284545e-11,6
24,23,0,1.034356563806725e-05,3.124990145152537e-11,37
24,24,0,0.0003040711520379796,1.574411671925618e-10,2662
24,25,0,0.00123584097627832,4.898256980748146e-10,11074
24,26,0,0.0003212993846690832,1.954741952717328e-10,2768
24,27,0,1.441472060361174e-05,3.161637202109121e-11,48
24,28,0,3.522486324385768e-06,1.225496275328367e-11,4
24,29,0,1.647488243979213e-05,2.702056621589428e-10,7
24,30,0,5.852089701262586e-06,1.72505352442472e-11,4
24,31,0,1.271197930113159e-07,8.109970978592947e-15,9
24,32,0,7.199077997225714e-06,2.584602729616477e-11,6
24,33,0,7.680089368901993e-08,4.229479356349627e-15,3
24,34,0,6.733055061996879e-06,2.30727280422263e-11,5
24,35,0,3.488361364230361e-10,1.216866500745511e-19,1
24,36,0,8.874955436639157e-11,7.876483400233092e-21,1
24,37,0,0,0,0
24,38,0,0,0,0
24,39,0,0,0,0
24,40,0,0,0,0
24,41,0,0,0,0
24,42,0,0,0,0
24,43,0,0,0,0
24,44,0,0,0,0
24,45,0,0,0,0
24,46,0,0,0,0
24,47,0,0,0,0
24,48,0,0,0,0
24,49,0,0,0,0
24,50,0,2.301328449360776e-11,2.51677351146626e-22,3
25,0,0,0,0,0
25,1,0,0,0,0
25,2,0,0,0,0
25,3,0,0,0,0
25,4,0,0,0,0
25,5,0,0,0,0
25,6,0,0,0,0
25,7,0,0,0,0
25,8,0,0,0,0
25,9,0,1.238028841926637e-10,1.53271541344221e-20,1
25,10,0,0,0,0
25,11,0,0,0,0
25,12,0,0,0,0
25,13,0,0,0,0
25,14,0,0,0,0
25,15,0,3.063324031295778e-06,9.383954120714215e-12,1
25,16,0,4.113937883285558e-09,1.692448490753206e-17,1
25,17,0,3.580946796967023e-06,1.268064304668994e-11,4
25,18,0,1.025926471019303e-09,1.05252512393812e-18,1
25,19,0,3.655379553194633e-06,1.336179967784672e-11,2
25,20,0,1.393716159795111e-05,8.285457089349778e-11,5
25,21,0,3.440753099302167e-06,1.121871991382605e-11,6
25,22,0,3.430493020987402e-06,1.154666251519205e-11,7
25,23,0,2.479527954275819e-05,5.026063920491969e-11,149
25,24,0,0.001257873479440753,4.466466026563591e-10,11206
25,25,0,0.005002782805252722,1.130704735143246e-09,45636
25,26,0,0.001274035415981328,6.185202520484798e-10,11323
25,27,0,2.414564556947538e-05,5.599965674119362e-11,111
25,28,0,4.743205487855541e-06,2.236477022724761e-11,4
25,29,0,4.841442300033212e-08,9.139790851088221e-16,4
25,30,0,6.983083315206627e-09,4.817832642330252e-17,2
25,31,0,3.549554183626109e-06,1.255827888361091e-11,5
25,32,0,6.586044903857424e-06,2.154784958659277e-11,6
25,33,0,3.983619893063538e-06,1.568382628590691e-11,3
25,34,0,1.464683762849367e-08,8.371800170559156e-17,4
25,35,0,1.078435316246721e-08,6.169763254619789e-17,2
25,36,0,2.808924291983365e-06,7.890055678094249e-12,1
25,37,0,0,0,0
25,38,0,0,0,0
25,39,0,0,0,0
25,40,0,0,0,0
25,41,0,0,0,0
25,42,0,0,0,0
25,43,0,0,0,0
25,44,0,0,0,0
25,45,0,0,0,0
25,46,0,0,0,0
25,47,0,0,0,0
25,48,0,0,0,0
25,49,0,0,0,0
25,50,0,0,0,0
26,0,0,0,0,0
26,1,0,0,0,0
26,2,0,0,0,0
26,3,0,0,0,0
26,4,0,0,0,0
26,5,0,0,0,0
26,6,0,0,0,0
26,7,0,0,0,0
26,8,0,0,0,0
26,9,0,0,0,0
26,10,0,4.976239136470697e-07,2.476295594334262e-13,1
26,11,0,0.0002231633150543729,4.980186518605732e-08,1
26,12,0,0,0,0
26,13,0,0,0,0
26,14,0,0,0,0
26,15,0,0,0,0
26,16,0,4.084189798939554e-09,1.668060631376192e-17,1
26,17,0,1.143344748950849e-08,7.82551431678634e-17,2
26,18,0,3.658576195842933e-06,1.336692045328866e-11,3
26,19,0,6.365297457608227e-06,2.105127683468546e-11,5
26,20,0,2.873889484997927e-08,1.439315231349873e-16,7
26,21,0,6.464006239924323e-06,2.069156486455412e-11,6
26,22,0,9.544333018618683e-06,3.138107649974053e-11,9
26,23,0,1.367642396329721e-05,3.808354081378382e-11,39
26,24,0,0.0003224907555661155,2.027142380402268e-10,2769
26,25,0,0.001243943192870875,4.218275300965588e-10,11146
26,26,0,0.00035668614742747,4.196181160018743e-10,2780
26,27,0,1.681603660215158e-05,5.63544533385878e-11,33
26,28,0,6.132604435738067e-06,1.868818045974871e-11,10
26,29,0,9.445137684471433e-06,3.024004289586728e-11,8
26,30,0,3.269589643418442e-06,1.068609105678236e-11,2
26,31,0,2.74886581407308e-06,7.544443365205014e-12,2
26,32,0,9.355443399179285e-09,4.76743541032522e-17,2
26,33,0,3.422866233080117e-09,1.141061842441024e-17,2
26,34,0,0,0,0
26,35,0,1.810411682005754e-09,3.277590458342904e-18,1
26,36,0,6.873352454420727e-09,4.724297396269144e-17,1
26,37,0,0,0,0
26,38,0,0,0,0
26,39,0,0,0,0
26,40,0,0,0,0
26,41,0,0,0,0
26,42,0,0,0,0
26,43,0,0,0,0
26,44,0,0,0,0
26,45,0,0,0,0
26,46,0,0,0,0
26,47,0,0,0,0
26,48,0,0,0,0
26,49,0,0,0,0
26,50,0,0,0,0
27,0,0,1.936567859071026e-10,3.750295072786936e-20,1
27,1,0,0,0,0
27,2,0,8.663496458095113e-11,7.50561708794266e-21,1
27,3,0,0,0,0
27,4,0,0,0,0
27,5,0,0,0,0
27,6,0,0,0,0
27,7,0,2.815896229611347e-10,7.929271575939399e-20,1
27,8,0,2.015818275387357e-11,4.063523319385658e-22,1
27,9,0,0,0,0
27,10,0,1.120993323334146e-11,1.256626030959733e-22,1
27,11,0,0,0,0
27,12,0,0,0,0
27,13,0,0,0,0
27,14,0,1.472017890207802e-09,1.106303579524414e-18,2
27,15,0,3.819845510662326e-06,1.459113408515218e-11,2
27,16,0,4.282459545172858e-09,1.833945975604213e-17,1
27,17,0,9.362087995657531e-09,8.764869163843484e-17,1
27,18,0,6.770784035630597e-06,2.281452435505989e-11,5
27,19,0,7.390856883026512e-06,2.776364631297758e-11,5
27,20,0,6.466674813876457e-06,1.922666445571011e-11,7
27,21,0,8.58195939379254e-06,2.465761096846388e-11,5
27,22,0,1.184051194683109e-05,5.146002496965411e-11,4
27,23,0,3.619621786525525e-08,2.858066124228745e-16,6
27,24,0,1.041273740081033e-05,3.629290299304472e-11,34
27,25,0,1.943760143742063e-05,2.94752278840333e-11,127
27,26,0,7.881393004556766e-06,3.335581129215604e-11,34
27,27,0,8.226929426055303e-06,3.784736713353709e-11,5
27,28,0,2.571358117163948e-06,6.587211863130912e-12,4
27,29,0,5.977838715899081e-06,1.774018207943917e-11,7
27,30,0,1.02539025051412e-05,3.505355149581518e-11,6
27,31,0,7.120776721576037e-06,2.520860905189889e-11,5
27,32,0,1.410416337210667e-08,9.902856064777183e-17,3
27,33,0,5.417455498820793e-06,1.467496056101171e-11,5
27,34,0,0,0,0
27,35,0,0,0,0
27,36,0,3.985021842136609e-10,1.588039908230585e-19,1
27,37,0,0,0,0
27,38,0,0,0,0
27,39,0,0,0,0
27,40,0,0,0,0
27,41,0,0,0,0
27,42,0,0,0,0
27,43,0,0,0,0
27,44,0,0,0,0
27,45,0,2.765422454993081e-10,7.647561354579961e-20,1
27,46,0,0,0,0
27,47,0,0,0,0
27,48,0,0,0,0
27,49,0,0,0,0
27,50,0,0,0,0
28,0,0,2.241986646668292e-11,2.513252061919466e-22,2
28,1,0,0,0,0
28,2,0,0,0,0
28,3,0,0,0,0
28,4,0,0,0,0
28,5,0,0,0,0
28,6,0,0,0,0
28,7,0,0,0,0
28,8,0,0,0,0
28,9,0,0,0,0
28,10,0,0,0,0
28,11,0,0,0,0
28,12,0,0,0,0
28,13,0,3.435790809716131e-06,1.180465848812983e-11,1
28,14,0,0,0,0
28,15,0,0,0,0
28,16,0,1.957023830312793e-10,3.829942272412157e-20,1
28,17,0,0,0,0
28,18,0,3.498045072049615e-06,1.22363193260906e-11,1
28,19,0,0.0001482706082561145,2.023569005059916e-08,6
28,20,0,3.578122545009101e-06,9.955539694458632e-12,4
28,21,0,2.724301693658431e-06,6.876400367511514e-12,6
28,22,0,1.538784320917756e-05,6.225180512329019e-11,8
28,23,0,5.268188920631034e-06,1.371999761327729e-11,8
28,24,0,3.058095533299835e-06,9.166011557523832e-12,6
28,25,0,5.552021917438743e-06,1.527496975938789e-11,7
28,26,0,1.044781532777195e-05,3.637540244598299e-11,9
28,27,0,9.351506298505468e-06,4.405705612111117e-11,7
28,28,0,4.684156144131141e-06,2.146964384739497e-11,6
28,29,0,2.601803074453319e-06,6.684399087896093e-12,5
28,30,0,3.643553187701805e-06,1.32183142192009e-11,3
28,31,0,3.396268043369379e-06,1.153361982652116e-11,3
28,32,0,4.187720974443057e-09,1.345758786342651e-17,2
28,33,0,0,0,0
28,34,0,0,0,0
28,35,0,0,0,0
28,36,0,0,0,0
28,37,0,1.970834533381322e-17,3.884188757968375e-34,1
28,38,0,0,0,0
28,39,0,9.618476173207946e-10,7.869382259259213e-19,2
28,40,0,0,0,0
28,41,0,0,0,0
28,42,0,0,0,0
28,43,0,0,0,0
28,44,0,0,0,0
28,45,0,0,0,0
28,46,0,0,0,0
28,47,0,0,0,0
28,48,0,0,0,0
28,49,0,0,0,0
28,50,0,0,0,0
29,0,0,2.241986646668292e-11,2.513252061919466e-22,2
29,1,0,0,0,0
29,2,0,0,0,0
29,3,0,0,0,0
29,4,0,0,0,0
29,5,0,0,0,0
29,6,0,0,0,0
29,7,0,0,0,0
29,8,0,0,0,0
29,9,0,0,0,0
29,10,0,0,0,0
29,11,0,0,0,0
29,12,0,0,0,0
29,13,0,0,0,0
29,14,0,0,0,0
29,15,0,4.791613809198554e-09,2.295956289650227e-17,1
29,16,0,6.767480739112195e-09,2.367849856986341e-17,2
29,17,0,3.542427296130096e-06,1.23473585804094e-11,4
29,18,0,5.981788395654757e-06,3.57811710598751e-11,2
29,19,0,2.916220743350169e-06,8.504213179674948e-12,3
29,20,0,4.336858772634533e-09,1.516840903648103e-17,2
29,21,0,1.0560342851904e-05,3.876935672443327e-11,6
29,22,0,2.733767791577487e-06,7.013047785701275e-12,4
29,23,0,3.531796138840111e-06,1.226432632066462e-11,5
29,24,0,3.014082111306603e-06,9.021435538483935e-12,4
29,25,0,5.83280332213413e-06,1.698519205679031e-11,5
29,26,0,2.541947509664692e-06,6.36122042251483e-12,4
29,27,0,2.08853086413606e-08,2.531774426179969e-16,3
29,28,0,9.578110273831945e-06,4.854890498812985e-11,7
29,29,0,3.53317374039466e-08,3.841436784843184e-16,5
29,30,0,3.383196608382127e-06,1.144601929096832e-11,1
29,31,0,5.884543750475003e-09,3.462785515125442e-17,1
29,32,0,0,0,0
29,33,0,1.425454522413767e-08,2.031920595469862e-16,1
29,34,0,4.126793657857737e-06,1.693280097256674e-11,2
29,35,0,6.658596094864637e-09,4.433690195454659e-17,1
29,36,0,2.893668434807879e-06,8.373317010603482e-12,1
29,37,0,0,0,0
29,38,0,0,0,0
29,39,0,0,0,0
29,40,0,0,0,0
29,41,0,0,0,0
29,42,0,0,0,0
29,43,0,0,0,0
29,44,0,0,0,0
29,45,0,0,0,0
29,46,0,0,0,0
29,47,0,0,0,0
29,48,0,0,0,0
29,49,0,0,0,0
29,50,0,0,0,0
30,0,0,0,0,0
30,1,0,0,0,0
30,2,0,0,0,0
30,3,0,0,0,0
30,4,0,0,0,0
30,5,0,0,0,0
30,6,0,0,0,0
30,7,0,0,0,0
30,8,0,0,0,0
30,9,0,0,0,0
30,10,0,0,0,0
30,11,0,0,0,0
30,12,0,5.100329153454486e-10,2.601335747357776e-19,1
30,13,0,1.120993323334146e-11,1.256626030959733e-22,1
30,14,0,0,0,0
30,15,0,8.875759250598936e-06,4.45962412460516e-11,2
30,16,0,1.106080253040575e-08,1.223413526166302e-16,1
30,17,0,5.769012094309798e-09,1.626764301293321e-17,3
30,18,0,3.023621560839121e-09,5.862019407263632e-18,2
30,19,0,0,0,0
30,20,0,1.637959994689734e-08,1.343747983488912e-16,2
30,21,0,3.888649140904031e-06,1.501949428355673e-11,4
30,22,0,4.44559374898279e-09,1.976330378099485e-17,1
30,23,0,3.362750803518868e-06,1.121526393034248e-11,5
30,24,0,3.218950486999033e-06,1.03164288639038e-11,4
30,25,0,2.929710392417022e-06,8.537218891832768e-12,4
30,26,0,8.492637111724705e-09,4.446914440962138e-17,3
30,27,0,3.573511105536472e-06,1.270793681791121e-11,2
30,28,0,7.566078049479941e-09,5.724553705082216e-17,1
30,29,0,1.147536950147824e-05,4.386957974728638e-11,6
30,30,0,4.026155739456004e-06,1.616231018758706e-11,2
30,31,0,6.746224079335193e-06,2.27788230433124e-11,5
30,32,0,5.989701986094946e-08,1.393975956311074e-15,3
30,33,0,3.576617373898605e-09,8.175341215323675e-18,2
30,34,0,9.130771462292622e-09,8.337098749661735e-17,1
30,35,0,1.303392406160482e-09,1.688867126163336e-18,2
30,36,0,5.197532127251757e-09,2.701434021381417e-17,1
30,37,0,0,0,0
30,38,0,4.661999316927277e-10,2.17342376310304e-19,1
30,39,0,0,0,0
30,40,0,1.120993323334146e-11,1.256626030959733e-22,1
30,41,0,7.440158761948592e-10,5.535596240300041e-19,1
30,42,0,0,0,0
30,43,0,0,0,0
30,44,0,0,0,0
30,45,0,0,0,0
30,46,0,0,0,0
30,47,0,4.26989017676853e-10,1.823196212166439e-19,1
30,48,0,0,0,0
30,49,0,1.120993323334146e-11,1.256626030959733e-22,1
30,50,0,6.338722023353544e-10,4.017939688934725e-19,1
31,0,0,0,0,0
31,1,0,0,0,0
31,2,0,0,0,0
