name,ekin_MeV,posX_mm,posY_mm,posZ_mm,momX,momY,momZ,process
e-,0.53979,0.0864569,-0.0106635,-38.0591,0.763411,0.464477,0.448848,eIoni
e-,1.00884,0.577271,-0.547989,-36.1379,-0.114527,-0.414327,0.902894,eIoni
e-,0.392727,0.478688,-0.687806,-35.8917,0.264396,-0.373729,0.889056,eIoni
e-,1.28289,-0.0854055,-0.614052,-45.9842,-0.634139,-0.220927,0.740985,eIoni
e-,0.36022,-2.29422,-6.02907,-33.9649,0.766784,-0.168808,0.619311,eIoni
gamma,0.00854683,-2.62427,-6.83589,-32.745,-0.505919,-0.14963,0.849504,eBrem
e-,0.00800883,-2.63948,-6.84039,-32.7195,-0.167482,-0.965819,-0.197849,phot
gamma,0.00304365,-1.30521,-2.1455,-34.9382,0.139529,-0.132049,0.981374,eBrem
e-,0.00250565,-1.28551,-2.16414,-34.7997,0.844181,-0.535505,-0.02435,phot
e-,0.374602,3.76975,-0.860136,-32.8571,0.804151,0.295777,0.515614,eIoni
gamma,0.110871,0.721974,-2.39646,-25.2612,0.214101,-0.469199,-0.856746,eBrem
e-,0.0299732,6.74376,-15.5931,-49.3579,-0.0760813,-0.360793,-0.929537,compt
e-,0.00953682,15.0128,-13.0244,-33.8558,0.33621,-0.49614,0.800504,compt
e-,0.00880991,19.7118,43.4347,-38.3739,-0.496614,0.825649,0.267729,compt
gamma,0.0668041,-0.0452526,0.6985,-44.4239,0.0167359,0.188272,0.981974,eBrem
gamma,0.600918,-0.156433,-0.218898,-36.3942,-0.223711,-0.430675,0.874341,eBrem
e-,0.0122845,0.399708,5.70414,-18.3159,0.399484,0.358659,0.843668,compt
e-,0.0140178,-2.19339,3.79847,-20.2828,-0.724911,-0.62612,-0.287191,compt
e-,0.00426621,27.1826,21.7156,-4.93675,0.559396,0.387171,0.732922,compt
gamma,0.00823805,0.615197,0.275085,-45.7981,0.210261,0.00779784,0.977614,eBrem
e-,0.568471,8.90514,5.06244,-36.0269,0.152632,0.599001,0.786067,eIoni
gamma,1.24477,11.5295,9.59249,-36.3799,0.422784,0.89825,-0.120002,eBrem
e-,0.00770005,1.42894,0.305263,-42.0146,0.452652,-0.235703,-0.859971,phot
gamma,0.265873,-0.168272,0.0416428,-46.3547,-0.38164,0.24868,0.89023,eBrem
e-,1.64259,-3.11742,-2.80348,-37.9165,-0.369201,-0.728097,0.577551,eIoni
e-,0.0231842,-5.62172,3.59516,-33.6337,0.68901,-0.0274627,0.724231,compt
e-,0.110872,-7.08974,4.05983,-32.8371,-0.69253,0.304812,0.653829,compt
e-,0.389475,4.63236,-9.23853,-32.4122,-0.542949,0.200393,0.815505,eIoni
gamma,0.0236352,4.31621,-3.71448,-31.6162,-0.150814,-0.353409,0.923232,eBrem
e-,0.0230972,1.8713,-7.0711,-15.277,-0.719211,0.677111,0.155742,phot
e-,0.00189367,-0.0353297,-0.0793621,-81.0198,0.64467,-0.760329,0.0793803,eIoni
gamma,0.199507,-1.93515,-0.0933285,-34.9426,0.347346,0.432137,0.832231,eBrem
e-,0.0542182,9.89252,14.6216,-6.60381,0.798792,0.520912,0.300969,compt
e-,0.0246872,-3.14097,9.17351,4.07022,-0.846975,-0.512131,-0.14267,compt
e-,0.00250316,4.85799,19.4149,33.9967,-0.241168,-0.763094,0.599604,compt
e-,0.00206004,0.00845535,0.023729,-65.5021,-0.0808673,-0.993545,0.0795545,eIoni
e-,2.0384,-0.000234567,0.312515,-47.8014,0.248619,0.253271,0.934902,eIoni
e-,0.43104,0.363243,1.04655,-42.8158,-0.263304,-0.797596,0.54269,eIoni
e-,1.84047,-0.0292806,0.0726772,-42.8259,0.292149,-0.18651,0.93801,eIoni
e-,0.651574,0.158127,0.23699,-46.5221,-0.742656,0.21385,0.63461,eIoni
gamma,0.0881296,3.30727,2.3785,-41.5906,0.377924,0.417544,0.826336,eBrem
gamma,0.0257488,6.27736,7.99847,-37.0953,0.442853,0.877925,0.182015,eBrem
e-,0.520696,6.93851,13.2062,-33.9518,-0.644946,0.760675,0.0736124,eIoni
e-,0.0053101,8.73466,8.37487,-29.7236,0.598474,0.800966,-0.0167974,compt
e-,0.019615,3.32945,-4.02745,3.34868,-0.00889733,-0.397556,0.917535,compt
e-,0.000731743,-2.84817,11.9377,-29.1129,-0.202554,-0.555289,-0.806614,compt
e-,0.721061,0.79946,0.359675,-42.3549,-0.225139,0.720509,0.655881,eIoni
gamma,0.0284012,10.2381,5.07276,-32.2062,0.73501,0.259893,-0.626272,eBrem
gamma,0.232691,11.3091,6.68257,-33.4132,-0.672808,0.582534,0.456053,eBrem
e-,0.0746776,5.42675,11.7756,-29.426,-0.877385,0.475208,-0.0661267,compt
e-,0.0134789,39.8775,11.6253,15.7438,0.716484,-0.656665,0.235461,compt
e-,0.0278632,15.0329,6.76817,-36.2917,0.349346,0.343832,-0.871629,phot
e-,0.00272536,0,0,-96.88,0.033768,0.998419,0.0449344,eIoni
e-,0.00132601,0.0168226,-0.137312,-84.0026,-0.97627,0.176326,0.125724,eIoni
gamma,0.00448217,10.2303,1.23715,-27.0314,0.351511,0.499093,0.792052,eBrem
e-,0.00394417,10.4039,1.48357,-26.6404,-0.0284394,-0.946845,0.32043,phot
e-,0.00871889,0.167354,0.295925,-82.1417,-0.932608,-0.343663,0.110169,eIoni
gamma,0.0261281,0.769438,2.28153,-43.416,-0.0385128,0.286555,0.957289,eBrem
e-,0.000408691,-0.597746,12.4541,-9.43275,-0.805562,-0.103059,0.583479,compt
e-,0.0251522,0.393847,13.2736,-8.77436,-0.293422,0.660182,-0.691421,phot
gamma,0.129628,0.0153899,4.21033,-41.7909,0.508574,0.583733,0.632936,eBrem
e-,0.0140272,13.7952,20.0266,-24.6415,-0.343876,0.84743,0.40449,compt
gamma,0.70673,-0.134948,-0.473228,-46.1298,0.21348,-0.30534,0.928005,eBrem
gamma,0.0972789,-1.40749,-3.23524,-30.5087,0.634052,0.611975,-0.472721,eBrem
e-,0.0167653,0.0318721,-1.84599,-31.5818,0.0262286,0.803251,-0.595063,compt
e-,0.0124111,45.8295,-40.9233,-4.40116,0.543617,-0.827793,-0.138709,compt
e-,0.00562764,43.7838,-29.5967,8.35757,-0.0557494,-0.114418,0.991867,compt
e-,0.00961329,43.4518,-25.7407,6.51403,-0.291799,0.617988,-0.73003,compt
e-,0.754717,0.000105439,-0.00726034,-93.8894,0.627604,-0.338241,0.701217,eIoni
gamma,1.16598,-0.000565735,-0.00200031,-49.782,0.0632932,0.112254,0.991662,eBrem
e-,0.540741,7.69026,-4.44483,-36.7712,-0.00580664,0.59818,0.80134,eIoni
gamma,0.533359,0.365982,0.260873,-47.5098,0.266428,0.100553,0.958595,eBrem
gamma,1.05869,-0.0289917,-1.4029,-39.625,0.191459,0.0459628,0.980424,eBrem
e-,0.582817,-0.40084,2.04919,-40.87,0.419648,0.621668,0.661381,eIoni
gamma,0.162436,-0.690896,-0.454153,-42.6715,-0.428579,0.363856,0.827,eBrem
e-,0.058461,-23.6217,19.0137,1.57656,-0.459564,0.587838,0.665769,compt
e-,0.0091944,-15.7931,4.46566,-3.91937,-0.153374,-0.416227,-0.896232,compt
e-,0.0229605,-14.275,3.33158,-2.56995,0.525474,-0.165492,0.834559,compt
e-,0.00296071,-29.0824,14.9968,-36.6682,0.404983,-0.336192,-0.850273,compt
e-,0.00113752,0,0,-99.3915,-0.984476,-0.164365,0.0615764,eIoni
gamma,0.0086904,1.14521,-0.91645,-26.6023,0.244413,0.937081,0.249284,eBrem
e-,0.0081524,1.45406,0.267702,-26.2873,0.290164,-0.708438,0.643367,phot
gamma,0.107329,4.4871,-16.2885,-25.1598,-0.412261,-0.0872907,0.906874,eBrem
e-,0.0143382,-11.4852,-19.6704,9.97548,-0.129636,0.542086,0.830263,compt
e-,0.879484,1.76594,0.291337,-42.6225,-0.25145,0.478369,0.84139,eIoni
e-,0.363018,3.57641,-1.3822,-37.0986,0.799382,0.0923377,0.593686,eIoni
e-,0.552159,-0.4072,1.07961,-44.2506,0.190524,0.909821,0.368683,eIoni
e-,0.00202936,0,0,-99.6734,0.669934,0.741915,0.0273824,eIoni
gamma,0.023847,0.677874,1.0473,-44.9349,0.325933,0.148371,0.933678,eBrem
gamma,0.00309693,8.80398,1.22797,-37.0275,0.844769,-0.412832,0.340493,eBrem
e-,0.00255893,8.85107,1.20495,-37.0085,-0.270192,-0.815497,-0.511821,phot
e-,0.0238185,8.3837,4.55514,-22.8606,0.142534,0.938663,0.313998,phot
gamma,0.019781,3.63477,-1.73165,-33.7356,0.997642,-0.0653743,-0.0208863,eBrem
gamma,0.012842,8.09944,-7.38343,-25.8893,0.395403,0.156507,0.905075,eBrem
e-,0.012304,9.28254,-6.91513,-23.1812,0.867039,0.366103,-0.337952,phot
e-,0.019243,25.9195,-3.19194,-34.2021,0.877114,0.325064,0.35356,phot
e-,0.00131193,0.00169104,-0.00437739,-92.9775,0.90674,0.392801,0.153394,eIoni
gamma,0.724697,-0.149148,-0.209304,-49.1816,0.00777293,-0.109234,0.993986,eBrem
gamma,0.0246697,5.39727,-2.95836,-31.9735,0.481402,0.379932,0.789875,eBrem
gamma,0.00439183,7.97354,0.74809,-30.2556,-0.883621,-0.3676,0.289974,eBrem
e-,0.00385383,7.79704,0.674665,-30.1977,0.899478,-0.436222,0.0254971,phot
e-,0.0241317,10.5931,1.14228,-23.4483,0.872035,0.423384,-0.245562,phot
e-,0.00103382,-0.695868,0.347418,-51.0548,0.957714,-0.238848,-0.160423,eIoni
gamma,0.111133,-2.46555,0.0158768,-44.199,-0.188432,-0.133003,0.973038,eBrem
gamma,0.0168127,-3.28807,-0.350655,-41.0646,-0.17502,-0.0874119,0.980677,eBrem
e-,0.0162747,-5.12931,-1.27025,-30.7476,-0.895197,0.378732,-0.234915,phot
e-,0.00934071,-41.8998,-13.981,42.7102,0.35027,0.435039,0.829489,compt
gamma,0.17664,1.16799,-13.0033,-34.4314,-0.174429,-0.968178,0.179461,eBrem
gamma,1.55733,6.85087,0.644194,-33.9328,0.856746,0.487878,0.167216,eBrem
e-,0.224792,-0.0116722,-0.0117306,-89.9903,-0.74794,0.478268,0.460267,eIoni
e-,0.0024455,-22.4169,19.7183,-72.4081,0.942064,0.28283,0.180339,eIoni
e-,0.00286005,-26.4601,35.6503,-61.1798,0.941107,0.337919,0.011341,eIoni
e-,0.00365237,-28.8147,60.9507,-46.2201,0.850415,-0.201619,0.485947,eIoni
e-,0.00162029,-0.0180841,0.0414333,-83.5314,-0.297949,-0.954542,-0.00867068,eIoni
e-,0.000991426,-0.0109727,0.0655766,-79.24,-0.966771,-0.22509,0.121197,eIoni
e-,0.0167026,0.100189,0.178698,-64.0428,0.548325,-0.818826,0.169897,eIoni
e-,0.00263098,1.76008,-2.3255,-63.8475,-0.00140759,-0.84955,-0.527505,eIoni
gamma,0.0425083,-0.976343,-0.114183,-41.8998,-0.073253,-0.0852688,0.993662,eBrem
e-,0.0023055,-3.36469,-2.89429,-9.50238,-0.544041,0.425621,0.723095,compt
e-,0.0391275,34.1433,-20.8958,-14.4661,0.608852,-0.735983,0.296022,phot
e-,0.378714,0.175448,4.60633,-40.341,-0.298582,-0.273945,0.914223,eIoni
gamma,0.00906983,0.604057,6.20593,-38.5055,0.132926,0.529885,0.837587,eBrem
e-,0.00853183,0.90988,7.42504,-36.5784,-0.483821,0.379759,0.78848,phot
gamma,0.016703,-0.121385,1.06135,-45.7573,0.098703,0.131121,0.986441,eBrem
e-,0.016165,0.346294,1.02736,-43.9791,0.369146,0.853047,-0.368839,phot
e-,0.033466,-0.0804865,0.00352176,-88.8013,0.974525,-0.0416788,0.220374,eIoni
e-,1.28353,-3.17453,-1.87048,-36.4693,-0.731504,-0.185931,0.655997,eIoni
e-,0.00111829,8.35891,-12.0898,-81.3113,-0.949389,-0.313897,-0.0113405,eIoni
e-,0.400569,-0.434862,-0.162062,-46.5032,-0.377831,0.744365,0.550604,eIoni
e-,0.00547936,0.206844,0.402087,-63.2659,0.984949,-0.150102,0.0857075,eIoni
e-,0.0010187,-18.5014,-17.3212,-59.9011,-0.609085,-0.221873,0.761438,eIoni
e-,0.0155201,-20.5347,-20.0165,-62.7631,-0.216877,-0.745001,0.630823,eIoni
e-,0.00387198,-77.5819,-98.476,-155.987,0.291378,-0.868228,0.401596,eIoni
e-,0.00111094,-78.3103,-99.2349,-157.012,0.78729,-0.589496,-0.180747,eIoni
e-,0.00100754,-77.5265,-98.6351,-155.929,0.165665,-0.986166,-0.00565257,eIoni
e-,0.00183346,-20.6679,-21.0357,-62.0592,-0.621061,0.593221,0.512222,eIoni
e-,0.00256341,0,0,-99.9916,-0.216152,0.976103,0.022398,eIoni
e-,0.00125958,0.0257448,-0.0977232,-89.2088,0.378697,0.919654,0.10404,eIoni
e-,0.466812,-0.0473022,-0.592244,-47.8212,0.18917,0.713002,0.675161,eIoni
e-,0.386007,-0.736422,-0.868295,-43.6267,-0.05522,0.746187,0.663443,eIoni
gamma,0.00773649,3.40386,-8.79289,-30.99,-0.369167,-0.292481,0.88214,eBrem
gamma,0.00615558,5.6871,-10.5275,-26.6275,0.7499,-0.0346931,0.660641,eBrem
e-,0.00561758,6.32432,-10.557,-26.0661,0.236967,-0.102797,-0.966064,phot
e-,0.00719849,3.17826,-8.97163,-30.4509,-0.577736,0.778632,0.244854,phot
e-,1.04791,-0.0139598,0.0422639,-48.5126,-0.665973,0.0937755,0.740058,eIoni
e-,0.0124606,-0.143767,0.14152,-71.5639,0.7317,-0.669592,0.12752,eIoni
e-,0.369338,-1.40977,1.32375,-28.5923,-0.318232,0.882281,0.346856,eIoni
gamma,0.0229126,-0.344464,-2.56916,-35.6819,-0.127755,-0.324074,0.937366,eBrem
e-,0.000954395,-2.47628,-7.97691,-20.0402,-0.753751,-0.0776704,0.652554,compt
e-,0.021406,-27.9037,-9.6936,-20.6842,-0.328329,0.35558,-0.875079,phot
e-,0.00353762,-0.116107,-0.0150906,-78.3519,0.768473,-0.637058,-0.0600484,eIoni
e-,0.00131811,-0.223711,0.0292641,-67.3499,-0.934601,-0.311595,-0.171552,eIoni
e-,0.00807295,0.186673,0.156959,-76.6381,0.365536,0.928788,0.0611316,eIoni
gamma,0.0600513,4.90192,2.69887,-28.1814,0.377326,0.230013,0.897061,eBrem
e-,0.00291152,24.5144,14.6544,18.4458,-0.603698,0.179513,0.776739,compt
e-,0.414632,-2.22367,-2.0947,-31.8765,-0.632381,0.6482,-0.424183,eIoni
e-,0.466829,-3.67963,0.0257949,-30.4986,-0.958412,0.0270254,0.284105,eIoni
gamma,0.376466,0.575972,-0.398492,-39.3564,0.144815,-0.0254018,0.989133,eBrem
e-,0.899578,-0.325871,-1.69225,-28.2392,-0.578773,0.581112,0.572128,eIoni
e-,1.75455,1.8598,-3.05221,-38.0054,-0.241069,-0.762263,0.6007,eIoni
e-,1.72304,-1.71985,-0.253632,-43.6539,-0.289186,-0.616554,0.732279,eIoni
gamma,0.0472135,4.20884,-1.11648,-33.0538,0.343243,-0.592386,0.728878,eBrem
e-,0.380845,8.31616,-5.24852,-27.3882,0.945575,-0.143319,0.292141,eIoni
e-,0.00672415,27.7239,-41.6999,16.8805,0.22996,-0.417517,0.879089,compt
gamma,0.0814405,-3.96849,5.62434,-32.7823,-0.0781768,-0.195421,0.977599,eBrem
e-,0.0192456,-4.72042,3.74472,-23.3795,-0.166289,-0.344326,0.924006,compt
e-,0.0611196,-3.6351,15.6757,-39.2519,0.511272,-0.306536,-0.802893,phot
e-,0.00208065,0.0043781,0.150725,-73.9114,0.981479,0.191012,-0.014617,eIoni
e-,0.00129919,0.0952518,-0.0955877,-70.8104,0.400832,-0.899763,0.172513,eIoni
e-,1.68929,0.366517,-0.100427,-49.0426,0.541856,-0.035789,0.839709,eIoni
e-,0.735192,-0.35414,-0.421114,-44.939,-0.110961,0.411889,0.904453,eIoni
e-,0.362303,5.02131,2.68549,-47.2687,0.511417,0.630015,0.584409,eIoni
e-,0.00430101,0.941355,-0.496492,-69.3194,0.883756,-0.467828,-0.0105871,eIoni
e-,0.987715,3.81094,-1.38451,-39.6501,0.610728,-0.512557,0.60357,eIoni
e-,0.557548,3.75142,-1.47107,-38.1769,-0.507838,0.52128,0.685834,eIoni
e-,0.0200677,-0.259362,-0.0664646,-54.7636,-0.889157,-0.438981,0.129209,eIoni
e-,0.706267,1.0524,-3.99025,-25.3659,-0.254692,-0.248806,0.934467,eIoni
e-,0.00131261,-4.58314,-1.43449,-50.117,-0.928266,0.348427,-0.130078,eIoni
gamma,0.0287597,0.275898,0.295673,-43.3227,-0.214065,0.346505,0.913296,eBrem
e-,0.0282217,-1.17664,2.64689,-37.1255,0.637456,0.14915,0.755913,phot
gamma,0.0425663,0.645407,-0.379708,-45.8383,0.50958,-0.532665,0.675719,eBrem
gamma,0.0170003,-5.52332,-10.6121,-33.7537,-0.511924,-0.767477,0.385892,eBrem
e-,0.0164623,-22.8281,-36.5554,-20.7092,-0.817616,0.575642,0.0118472,phot
e-,0.00401669,16.402,-16.8501,-24.9446,0.82592,-0.541834,0.155797,compt
e-,0.00346403,-38.9377,-5.41518,2.86359,-0.88896,-0.248773,-0.384529,compt
e-,0.0345042,-28.7728,9.91123,21.3823,0.991242,-0.128536,0.030281,phot
gamma,0.00662995,-8.41018,5.23998,-33.4566,-0.695512,0.623504,0.35708,eBrem
e-,0.00609195,-8.55806,5.37255,-33.3807,0.8542,0.0446262,-0.518026,phot
gamma,0.01328,-0.0209924,0.0345387,-81.7893,0.00201206,0.0973046,0.995253,eBrem
e-,0.00286559,-0.0810163,0.104262,-72.7716,-0.919729,-0.385341,0.0749022,eIoni
e-,0.00165773,-0.400664,0.358619,-51.3622,-0.783042,-0.621631,0.0204999,eIoni
e-,0.57786,1.07719,2.38392,-44.6103,-0.317025,0.893784,0.317245,eIoni
e-,0.505971,2.02164,4.4105,-42.3498,-0.0558548,-0.0300096,0.997988,eIoni
e-,0.012742,0.070055,4.43765,-36.7534,0.592121,-0.643032,0.485698,phot
e-,0.382862,-0.293728,-0.7623,-41.8239,-0.913824,-0.347018,0.210958,eIoni
e-,0.590155,-1.57708,-1.43485,-30.3793,0.562679,-0.452228,0.692013,eIoni
e-,0.002205,0.000118831,-0.00031824,-99.2009,0.429017,0.898319,0.0946977,eIoni
e-,2.52897,-0.183867,-0.366126,-49.2975,0.0982283,0.367322,0.924892,eIoni
e-,0.00107635,0.00507097,-0.0799707,-86.142,-0.977385,-0.133363,0.16411,eIoni
gamma,0.0038432,-7.0384,4.8958,-25.4602,-0.588324,-0.210902,0.780638,eBrem
e-,0.0033052,-7.05622,4.88941,-25.4366,-0.272887,-0.88365,-0.380389,phot
e-,0.032652,-0.365368,1.83059,-72.3414,0.20943,0.977539,0.0235801,eIoni
e-,0.00107873,-0.503786,3.17885,-62.1339,0.961051,-0.140615,0.237924,eIoni
e-,0.356226,-2.95344,8.09656,-43.0715,0.46594,0.0661285,0.882342,eIoni
e-,0.376524,-1.49101,-5.22173,-36.691,-0.973048,0.163206,0.162915,eIoni
gamma,0.018742,-2.49751,-7.02159,-33.7553,-0.472376,-0.523129,0.709364,eBrem
e-,0.00048245,-7.89017,-12.9936,-25.6572,-0.867911,0.153819,0.472303,compt
e-,0.0177074,-2.65335,-17.8052,-25.5192,-0.27844,0.276916,-0.919668,phot
e-,0.00282597,0.0945252,-0.124447,-70.4552,-0.898527,-0.43884,0.00823109,eIoni
gamma,0.00356879,0.933182,-1.12866,-21.12,0.500476,-0.531672,0.683263,eBrem
e-,0.00303079,0.947788,-1.14418,-21.1001,-0.803458,-0.105497,0.585939,phot
gamma,0.0194312,0.160985,-1.4891,-39.3171,0.126286,-0.0262758,0.991646,eBrem
e-,0.0188932,0.710805,-1.60349,-34.9997,0.55142,-0.578945,0.600632,phot
gamma,0.108371,0.0967249,-0.879406,-33.9356,-0.225382,-0.178943,0.957696,eBrem
e-,1.23081,0.673496,-1.1004,-32.1312,0.00703675,-0.475504,0.879686,eIoni
e-,0.0300159,-8.37782,-7.60783,2.07462,-0.363242,-0.129834,0.922604,compt
e-,0.015708,21.0178,-10.0972,-44.5884,0.239255,-0.305581,-0.921617,compt
e-,0.0615584,25.6968,3.4407,-23.6347,-0.691302,0.709373,-0.137448,phot
gamma,0.0910785,0.0552396,-0.122887,-64.4162,0.106453,-0.0553644,0.992775,eBrem
e-,0.0905405,9.35892,-4.9616,22.3498,0.954813,-0.1161,-0.273592,phot
e-,0.0159784,0.0011849,0.00163554,-97.9577,0.978552,0.0844216,0.187908,eIoni
e-,0.0044843,-0.41912,-0.134307,-71.2932,0.0303679,-0.997384,0.0656003,eIoni
gamma,0.00385764,-0.622982,-0.187079,-47.8921,0.0703044,0.00771299,0.997496,eBrem
gamma,0.00521901,0.0328847,0.436526,-42.3568,0.209717,0.486169,0.848327,eBrem
gamma,0.0109299,0.556625,1.46473,-38.6116,-0.530179,0.72541,0.438965,eBrem
e-,0.000291814,-2.98064,6.30455,-35.6829,-0.95577,0.278381,-0.0949122,compt
e-,0.00956284,-2.46938,6.31618,-36.0866,-0.665307,-0.739915,0.0994627,phot
e-,0.00468101,0.0786346,0.542584,-42.1718,0.934385,0.263416,-0.239868,phot
e-,0.00331964,-0.585974,-0.183019,-47.367,-0.0580989,-0.992513,0.107434,phot
e-,0.00137895,3.5601,1.39062,-98.4934,0.945105,-0.305968,-0.114716,eIoni
e-,0.00125867,3.74359,1.8518,-98.6739,0.305975,-0.264033,-0.914695,eIoni
e-,0.426706,-0.610954,0.771329,-43.7913,0.490846,-0.112396,0.863966,eIoni
e-,0.454851,-2.80561,0.491135,-39.3301,-0.430736,-0.749041,0.503392,eIoni
e-,0.0015011,0.0010707,-0.000923826,-96.4814,-0.348709,-0.936797,0.0285272,eIoni
e-,0.00117567,0.020031,-0.0315718,-74.431,-0.935897,0.167492,0.309909,eIoni
e-,0.615718,1.40918,-4.07327,-39.6293,0.508831,-0.196188,0.838213,eIoni
e-,0.480681,-0.929761,-0.537749,-38.6005,-0.514398,0.563348,0.646555,eIoni
gamma,0.654242,-1.3567,-0.757962,-37.7934,-0.383202,-0.124826,0.915191,eBrem
e-,0.375463,-8.99475,-3.24602,-19.5517,-0.709334,-0.0925577,0.698769,compt
e-,0.00696387,27.5342,-5.27639,-6.65039,0.062436,-0.96143,0.267869,compt
e-,0.00120496,-0.25826,-0.695805,-50.9168,0.607168,-0.790697,-0.0783918,eIoni
e-,0.363181,-0.591835,-0.0795982,-45.178,-0.698748,0.530417,0.48001,eIoni
e-,0.501813,-0.687292,-0.132728,-44.2367,-0.409504,0.688721,0.598306,eIoni
gamma,0.0150146,-6.05306,-1.10631,-29.7597,0.156025,-0.562733,0.81178,eBrem
e-,0.0144766,-5.33123,-3.70972,-26.0041,0.0446622,-0.94003,-0.338155,phot
e-,0.958709,-4.18112,-5.10262,-26.9949,-0.440545,-0.779408,0.445471,eIoni
e-,0.417081,0.200824,0.598341,-39.5834,-0.587298,-0.0396194,0.8084,eIoni
gamma,0.0112408,-1.16932,17.4178,-34.6522,-0.307444,0.652253,-0.692852,eBrem
e-,0.0107028,-1.35619,17.8142,-35.0733,-0.276286,-0.928724,-0.247259,phot
gamma,0.0786002,-0.199333,0.239429,-43.9183,-0.335741,-0.10431,0.936161,eBrem
e-,0.00679532,-1.64348,-0.209245,-39.8916,0.118413,0.653202,0.747868,compt
e-,0.00628481,0.342864,0.285547,-57.0486,-0.98311,0.128087,0.130723,eIoni
gamma,0.490733,1.2837,0.144946,-45.2041,0.651547,0.169081,0.739526,eBrem
e-,0.299303,38.4172,9.78132,-3.05642,0.603557,-0.0622346,0.794887,compt
e-,0.0754162,37.8199,10.942,-4.34688,-0.0712566,0.762139,-0.64348,compt
e-,0.0339519,33.4633,1.0299,0.677476,-0.122935,-0.882628,0.453712,compt
e-,0.411886,6.81388,-2.04684,-38.5191,0.01259,-0.111977,0.993631,eIoni
e-,0.00236186,0.291867,-0.102568,-51.6932,-0.913941,0.403189,0.0463756,eIoni
gamma,0.698582,0.261752,-7.012,-34.3753,-0.290368,-0.936059,-0.198698,eBrem
e-,0.0944295,0.166409,-0.0644358,-76.8248,-0.947265,0.0638181,0.314034,eIoni
gamma,0.0788388,0.066458,4.19633,-26.8908,-0.06599,0.483635,0.872779,eBrem
e-,0.0142412,-0.920415,11.429,-13.8385,0.324525,0.352558,0.877716,compt
e-,0.00294578,-5.54342,11.0921,-17.3043,-0.505703,0.848629,-0.155217,compt
e-,0.00130981,-37.4353,-19.0104,-71.2292,0.239227,-0.884502,-0.400534,eIoni
e-,0.004298,-88.2064,-29.1927,-104.809,0.10449,-0.105119,-0.988955,eIoni
e-,0.00117672,-82.2111,-43.8942,-91.48,-0.473835,-0.0527477,0.879033,eIoni
e-,0.00112322,-0.00870086,0.00852429,-83.1381,-0.463199,-0.886023,-0.0202721,eIoni
e-,0.544305,-0.0383701,0.729776,-48.161,0.693373,0.478296,0.53895,eIoni
gamma,0.00887836,-0.479126,0.928739,-44.8866,-0.109738,0.0959034,0.989323,eBrem
e-,0.47146,-0.655383,2.32723,-32.4442,-0.306908,-0.491723,0.814872,eIoni
e-,0.00834036,-0.51254,0.957941,-44.5854,0.375819,0.462183,-0.80321,phot
e-,0.00177403,0.297654,-0.105635,-68.6372,-0.718106,0.582458,-0.380877,eIoni
e-,0.0134835,0.812941,-0.131098,-52.2717,0.814458,0.568211,0.11745,eIoni
e-,0.37869,1.31434,-0.369566,-45.4029,-0.474201,0.489364,0.731886,eIoni
e-,0.00209329,1.97363,0.474802,-51.9968,0.724424,-0.681185,-0.105816,eIoni
e-,0.00723558,0.117133,0.0128739,-81.3981,0.712144,0.700482,0.0466478,eIoni
e-,0.597333,-1.51455,0.957615,-40.0514,-0.235365,-0.655453,0.717624,eIoni
e-,0.392926,-1.63243,2.67767,-35.0949,0.367351,0.908735,-0.198124,eIoni
e-,0.54188,2.94311,1.93208,-24.6723,0.340245,-0.130225,0.931276,eIoni
e-,0.00803162,-0.0537834,-0.0485554,-74.9477,-0.826411,-0.55244,0.108881,eIoni
gamma,1.02649,0.0595793,0.269847,-48.7935,0.147909,-0.0630539,0.986989,eBrem
e-,0.461866,7.15465,-2.75479,-1.44851,0.23818,0.482711,0.842769,compt
e-,0.00330491,-0.0205588,0.397114,-68.4609,-0.307595,-0.947836,0.0836214,eIoni
gamma,0.00519868,-7.55118,-1.63771,-25.6832,-0.188786,0.281765,0.940727,eBrem
e-,0.00466068,-7.84344,-1.20152,-24.2269,-0.508348,0.779134,-0.366786,phot
e-,0.00101918,0.00201472,0.0450387,-88.7138,0.816721,0.50347,0.281931,eIoni
gamma,0.00874608,1.04722,-0.265728,-36.7934,-0.0929109,0.282895,0.95464,eBrem
e-,0.576855,-4.48031,2.38328,-29.7346,-0.970459,0.227198,-0.0811794,eIoni
e-,0.00820808,0.987238,-0.0830877,-36.1771,-0.388296,0.92143,-0.0138998,phot
e-,0.49275,0.716678,0.926084,-37.1213,0.818128,0.107275,0.564941,eIoni
gamma,0.115965,0.953255,6.18316,-33.0769,-0.117601,0.787203,0.605377,eBrem
e-,0.366022,0.0746531,9.02907,-30.7767,-0.628393,-0.661962,0.408569,eIoni
e-,0.035508,-4.98466,45.9308,-2.51008,-0.0423165,0.945663,0.322384,compt
e-,0.0005776,-5.39248,34.1336,-2.5955,0.121503,-0.235942,-0.964141,compt
e-,0.00264749,-5.6456,31.5394,-1.44553,0.696334,-0.214783,0.684826,compt
e-,0.00137874,-0.0200113,-0.0225774,-84.3844,0.99709,0.00159137,-0.076221,eIoni
e-,1.16196,-0.745876,0.124123,-32.1768,0.547099,-0.466086,0.695303,eIoni
gamma,0.00737935,0.485024,1.74139,-28.4703,-0.518033,0.13869,0.844042,eBrem
