name,ekin_MeV,posX_mm,posY_mm,posZ_mm,momX,momY,momZ,process
gamma,0.0706337,-2.54531,3.13891,-37.606,-0.298506,0.303369,0.90491,eBrem
e-,0.00224957,-4.67856,5.30691,-31.1392,0.541092,-0.438456,0.717618,compt
e-,0.39433,0.869754,8.87326,-35.5501,-0.333776,0.737542,0.587047,eIoni
e-,0.428494,0.266625,-0.540736,-46.2839,-0.157165,0.625183,0.764491,eIoni
gamma,0.00457486,1.92497,-1.94247,-28.0863,0.574148,-0.742141,0.345804,eBrem
gamma,0.0310979,2.30901,-1.96745,-28.275,0.684389,0.446463,0.576439,eBrem
e-,0.00108347,30.9415,12.1949,-20.7098,0.652652,-0.549937,0.521167,compt
e-,0.00403686,2.01211,-2.05511,-28.0339,-0.197664,-0.963378,-0.181197,phot
gamma,0.203441,-0.0997514,-1.50675,-41.8454,-0.77298,0.607738,-0.182088,eBrem
e-,0.699666,-0.146261,-1.74417,-40.8509,-0.641338,-0.47406,0.603285,eIoni
e-,0.444844,0.00992615,-0.018972,-49.4612,0.634883,-0.540147,0.552417,eIoni
e-,0.973129,-0.0132771,0.965496,-42.8924,-0.459588,-0.125379,0.879238,eIoni
e-,0.00115415,-0.108014,0.0143573,-85.0256,0.261603,0.954749,0.141488,eIoni
gamma,0.169108,-2.17976,-0.241023,-31.9777,0.0126351,0.0890921,0.995943,eBrem
gamma,0.110849,-6.57916,-0.51362,-26.0961,-0.96893,-0.199402,0.146333,eBrem
e-,0.0275346,-27.945,-4.91063,-22.8693,-0.978079,0.0682223,-0.196742,compt
e-,0.0204786,-24.75,-6.65373,-20.2647,0.679663,-0.392091,0.619937,compt
e-,0.0182008,-2.11291,0.230328,-26.7086,0.108033,0.888168,0.446639,compt
e-,0.00215655,0.581885,-0.736873,-54.777,0.882924,0.467992,0.0378066,eIoni
gamma,0.0159989,0.0990588,0.498548,-46.7284,-0.0991358,0.365801,0.925398,eBrem
gamma,0.00523968,0.804729,2.46122,-37.3322,0.0674343,0.0739619,0.994979,eBrem
e-,0.471242,1.41621,7.3745,-30.3688,0.798571,0.0833251,0.596105,eIoni
e-,0.00470168,0.823784,2.48212,-37.051,-0.0531707,0.6154,-0.786419,phot
e-,0.0154609,-0.760141,3.66891,-38.7081,0.172008,-0.922508,-0.345533,phot
e-,0.541196,-11.0677,6.61028,-31.876,0.240692,0.960381,-0.140481,eIoni
e-,0.00149586,0.164302,-0.11092,-50.4873,0.472373,0.878144,0.0756725,eIoni
e-,0.671169,0.648095,0.372128,-46.1699,0.656683,0.743093,0.128763,eIoni
gamma,0.00617526,1.65027,-3.98225,-38.6833,0.613278,-0.258609,0.746332,eBrem
e-,0.00563726,1.90745,-4.0907,-38.3703,-0.478829,0.761946,0.436075,phot
gamma,0.00332909,0.185271,-0.189873,-46.5876,0.254675,-0.146489,0.955867,eBrem
e-,0.597389,-3.06892,1.35794,-35.1418,-0.982935,0.133915,-0.126114,eIoni
e-,0.00279109,0.220051,-0.209878,-46.4571,0.930934,0.204062,-0.302854,phot
e-,0.00262555,-0.0463809,0.139397,-86.8375,0.9977,0.0620064,0.0273794,eIoni
e-,0.0893291,-0.212503,0.279875,-76.9362,-0.939889,0.184777,0.287171,eIoni
e-,0.00124007,0.426998,0.468381,-51.3749,-0.0596978,0.99652,0.0581809,eIoni
gamma,0.0724591,0.519732,0.444256,-48.7085,0.0848923,0.175929,0.980736,eBrem
e-,1.36089,1.80979,0.438995,-41.4041,0.602113,-0.427468,0.674338,eIoni
gamma,0.00572805,7.31669,3.61787,-33.2758,-0.305885,0.951821,-0.0217134,eBrem
e-,0.00519005,7.29967,3.67084,-33.277,-0.682979,-0.0347175,0.729612,phot
e-,0.00944141,5.67827,11.1347,10.8865,0.266931,-0.0986289,0.958655,compt
e-,0.0115536,-0.238309,16.0468,0.479278,-0.576904,0.367376,-0.729532,compt
e-,0.000506415,16.3578,3.29992,13.0519,-0.515358,-0.750633,0.413468,compt
e-,0.00110168,35.1425,-0.257679,19.6675,0.688844,-0.0288939,-0.724333,compt
e-,0.0138312,-28.0291,4.7716,-67.0979,-0.896748,-0.347957,-0.273439,eIoni
e-,0.00141633,-28.7439,2.64947,-67.0224,-0.811638,-0.576946,0.091524,eIoni
e-,0.0027816,-28.5762,2.53425,-66.6681,0.314637,0.644242,0.697106,eIoni
e-,0.00214102,-0.0763491,0.0563266,-81.0767,-0.552442,0.83145,0.0591468,eIoni
gamma,1.13658,11.3648,-2.60568,-31.4952,0.943904,-0.321128,0.0769581,eBrem
e-,0.0170056,-0.0208105,0.0492157,-67.4479,-0.216324,0.966659,0.137017,eIoni
gamma,0.0195659,-0.102752,-3.1352,-45.9407,-0.179799,-0.508698,0.841961,eBrem
e-,0.0190279,-1.0278,-5.75241,-41.6089,-0.521639,-0.686727,-0.50626,phot
e-,0.0148745,-0.629676,-0.389346,-68.0125,0.676097,0.707664,0.205193,eIoni
e-,0.558086,-3.55817,-7.43449,-30.1099,-0.837743,-0.519018,0.169728,eIoni
gamma,0.039458,-3.5096,-7.95089,-29.7359,-0.223045,-0.847546,0.481576,eBrem
gamma,0.0289806,-4.54558,-10.2104,-26.9727,0.483903,0.83411,0.264761,eBrem
e-,0.0284426,-0.568751,-3.35554,-24.7969,-0.127949,0.980379,0.149951,phot
e-,0.00272659,-4.41222,-11.3807,-27.7871,-0.502462,-0.84067,-0.202003,compt
e-,0.0361798,11.526,-0.97518,-1.2386,-0.100089,0.525456,0.844913,phot
e-,0.00153494,-0.443655,-0.222694,-67.9856,0.773193,-0.59689,0.214231,eIoni
e-,0.00110398,0.318913,1.10675,-68.852,0.503659,0.133981,-0.85345,eIoni
e-,0.00107242,0.483686,0.807839,-68.808,-0.105328,-0.57523,0.811182,eIoni
e-,0.00110564,0.21235,0.0173999,-57.2235,-0.00359066,0.994707,0.102689,eIoni
e-,1.87514,-2.47389,-2.38156,-39.042,-0.786786,0.0944388,0.609958,eIoni
e-,0.38779,1.67438,-2.48936,-28.1453,-0.87312,-0.481305,-0.0775073,eIoni
gamma,1.17997,-3.15319,-6.20401,-29.9874,0.342602,0.55208,0.760152,eBrem
e-,0.924361,5.01486,6.95823,-11.8644,0.200203,0.558575,0.804931,compt
e-,0.00318917,-0.112966,-0.112558,-59.6783,-0.447246,0.883918,0.136604,eIoni
e-,0.678763,-0.173027,-0.020188,-43.9131,0.62257,0.193124,0.75836,eIoni
e-,0.739175,-0.366248,5.19434,-33.3022,0.622194,-0.295109,0.725111,eIoni
e-,0.00253894,0.0759157,-0.204642,-64.1543,0.944657,0.292121,0.14929,eIoni
gamma,0.58467,0.140217,-2.95658,-35.3203,-0.153928,-0.469001,0.869681,eBrem
e-,0.401692,-6.64793,-23.6393,3.03229,-0.15887,-0.332515,0.929621,compt
e-,0.0500547,-5.30382,-24.8432,-5.00728,0.463501,-0.567052,-0.680896,compt
e-,1.04518,5.4207,-3.93358,-29.3551,0.487597,0.315679,0.814,eIoni
gamma,0.482642,-0.595335,-3.79695,-38.0252,-0.277752,0.0886093,0.956558,eBrem
e-,0.0219164,-23.5407,3.52317,40.9972,-0.582265,-0.783204,0.21808,compt
gamma,0.0307888,0.316228,-0.0433342,-45.5226,0.104879,0.237602,0.965684,eBrem
gamma,0.0137527,2.36752,-2.62466,-29.2072,-0.249864,-0.365459,0.896665,eBrem
e-,0.0132147,1.98691,-3.18136,-27.8413,0.494746,-0.153734,0.855332,phot
e-,0.00185406,4.93484,10.4201,-2.99614,0.737795,0.168073,0.653766,compt
e-,0.00232707,0.0122635,-0.00393073,-94.0694,-0.732472,-0.673336,0.100516,eIoni
e-,0.0103432,0.267116,0.0221748,-77.2267,0.629747,0.776339,0.0267771,eIoni
e-,0.00226441,0.268205,0.0200937,-77.0717,-0.728825,0.682379,0.0563324,eIoni
e-,0.730755,0.275006,-1.90891,-33.7223,0.139572,0.948449,0.284541,eIoni
gamma,1.18434,-0.377859,-1.25965,-32.6185,-0.4858,0.608381,0.627592,eBrem
e-,0.0011344,0.369523,0.181891,-77.2395,0.831067,0.0684069,0.551949,eIoni
e-,0.00111587,-0.291515,0.290684,-73.4336,-0.467237,0.88004,-0.0849688,eIoni
e-,0.00167706,-0.396152,-0.145826,-55.9928,-0.676748,0.71763,0.164375,eIoni
e-,0.00127085,-0.419307,-0.166698,-53.6212,-0.771053,-0.63337,-0.0657207,eIoni
e-,0.478291,-0.665012,-1.18515,-40.9786,-0.489118,-0.769252,0.411115,eIoni
gamma,0.00483009,6.16565,7.03702,-28.7116,0.683989,0.632514,0.363436,eBrem
e-,0.00429209,6.18861,7.05825,-28.6994,0.576405,-0.0152485,0.817022,phot
gamma,0.00341008,-2.11973,1.77652,-37.8374,-0.471898,0.147291,0.869263,eBrem
gamma,0.135525,-5.06563,3.597,-29.0219,0.563727,-0.179095,0.80631,eBrem
e-,0.00905196,-1.72636,2.53612,-24.2456,-0.429639,0.246693,0.86865,compt
e-,0.0408315,3.5337,0.38914,-23.2738,0.815618,-0.494301,0.30072,compt
e-,0.00402326,-15.4825,21.1078,-38.2437,-0.909563,0.37215,0.184931,compt
e-,0.00287208,-2.13541,1.78142,-37.8085,0.82178,-0.2556,-0.50926,phot
e-,0.00168311,0,0,-99.436,0.786381,0.616494,0.0392397,eIoni
e-,0.00286875,-0.0544792,0.0244743,-86.5281,0.703004,0.711124,0.00938895,eIoni
gamma,0.302869,-0.112443,-0.112757,-49.4462,-0.0650608,-0.0322256,0.997361,eBrem
e-,0.503377,-0.0836376,-0.0993065,-48.6917,-0.690035,-0.30627,0.655783,eIoni
e-,0.573586,1.30011,-0.749006,-44.7729,-0.126984,-0.937538,0.323878,eIoni
e-,0.0593149,-5.48432,-2.77352,32.9028,0.20282,-0.755711,0.622707,compt
e-,0.0950372,-13.2764,16.9395,48.6744,-0.171897,0.42731,0.887614,compt
e-,0.00211772,-18.8753,31.654,0.498507,-0.591193,0.801577,-0.0892472,compt
e-,0.014542,-17.537,32.0524,-15.3004,-0.203612,0.822124,-0.531652,compt
e-,0.00974592,-9.64686,11.0659,-32.6249,0.482543,0.285201,-0.828138,compt
e-,0.00731772,-0.00113042,0.00338105,-97.3254,-0.987427,-0.157287,0.0157849,eIoni
e-,0.0043142,0.14962,0.0852378,-86.3417,0.698353,-0.712917,0.0636521,eIoni
gamma,0.015212,0.219337,2.18008,-43.3857,-0.151208,0.383657,0.911012,eBrem
gamma,0.0561716,0.107735,2.46902,-42.6959,-0.140617,0.366163,0.919865,eBrem
e-,0.587754,-1.11056,6.49621,-36.332,-0.323721,0.944886,0.0489464,eIoni
e-,0.424647,-2.12085,9.95064,-27.271,0.407613,-0.30349,0.861246,eIoni
e-,0.00422168,-3.24003,11.1865,-20.796,-0.565087,-0.319029,0.760853,compt
e-,0.00785623,0.486178,16.6885,-20.2418,0.2805,0.959297,-0.0327107,compt
e-,0.014674,-0.869584,4.54346,-37.2615,0.978019,0.199825,0.0595796,phot
e-,0.00268469,-0.0452504,-0.00364679,-97.3247,-0.681276,0.457111,0.571763,eIoni
e-,0.00158197,-0.465201,0.385543,-51.3541,0.201671,0.964428,0.170904,eIoni
gamma,3.5429,-1.83889,0.520287,-39.8695,-0.24554,-0.0929737,0.964918,eBrem
e-,0.418103,-0.236814,0.247304,-47.5033,0.0851599,-0.772142,0.629718,eIoni
e-,0.536006,-0.141008,0.13018,-47.6705,0.708217,0.176298,0.683628,eIoni
gamma,0.0654537,-1.92928,1.86244,-43.3919,-0.483299,0.497466,0.720382,eBrem
e-,0.0122172,-15.8457,16.1868,-22.6488,-0.5458,0.577131,0.607472,compt
gamma,0.181423,0.0858741,-0.0810561,-42.9388,0.179507,0.160945,0.970502,eBrem
gamma,0.0108836,0.642496,0.274883,-35.3217,0.0937226,0.0714872,0.993029,eBrem
e-,0.0103456,1.00289,0.549779,-31.5031,-0.751502,0.291337,-0.591919,phot
e-,0.00836848,13.1049,11.5917,27.4482,-0.875941,0.152834,0.457569,compt
e-,0.0291779,17.9475,12.1984,32.8126,0.566836,-0.685118,0.457505,compt
gamma,0.19439,-5.56189,3.12621,-36.0945,-0.728284,0.0387694,0.684178,eBrem
e-,0.079674,-30.483,4.45286,-12.6827,-0.815767,0.150218,0.558533,compt
gamma,0.110032,0.280115,0.626306,-45.0356,-0.0193745,0.0700812,0.997353,eBrem
e-,1.03208,0.856048,5.18987,-29.6714,0.508462,0.0546373,0.859349,eIoni
e-,0.000594497,0.179642,0.989736,-39.8635,-0.891678,-0.134105,-0.43235,compt
e-,0.0132647,0.332382,1.07706,-39.4087,0.156815,0.873721,0.460457,compt
e-,0.0226621,0.799734,-1.13336,-38.1447,0.370143,-0.622771,0.689312,compt
e-,0.426782,-0.0260587,-0.471635,-42.0127,0.546163,-0.82017,0.170371,eIoni
e-,0.763904,-0.225805,-1.43469,-39.4893,-0.590941,-0.716897,0.369929,eIoni
gamma,0.0987398,-2.41152,-4.60176,-32.8275,-0.795774,-0.58171,0.168394,eBrem
e-,0.00307878,27.7665,16.6499,-61.5904,-0.614135,0.0195967,-0.788957,eIoni
e-,0.00274667,159.541,70.1789,-176.397,0.192773,0.811609,0.551479,eIoni
e-,0.00110061,0.100342,-0.0412837,-68.7942,-0.316709,0.947391,-0.0463216,eIoni
gamma,0.00826159,-0.414909,-12.9019,-35.921,-0.00211709,-0.762181,0.647361,eBrem
e-,0.00823311,-0.416934,-13.631,-35.3017,0.125284,-0.717725,-0.684963,phot
e-,0.36786,-3.06292,-1.68663,-42.1228,-0.890429,-0.450635,-0.0637496,eIoni
gamma,0.783052,-3.30011,-0.66027,-31.7722,-0.884766,0.31154,-0.3466,eBrem
e-,0.171118,-37.8535,11.5065,-45.3083,-0.543484,0.787121,0.291659,compt
e-,1.16394,1.29092,1.42551,-40.1443,-0.288424,0.59907,0.746945,eIoni
e-,0.876561,0.689626,0.829627,-39.9391,-0.0948115,-0.656304,0.748516,eIoni
gamma,1.08306,-1.02882,1.48503,-37.4937,0.114369,0.438269,0.891538,eBrem
e-,0.506932,0.76271,8.35026,-23.5282,-0.445849,0.397919,0.801797,compt
gamma,0.00464651,7.59568,-0.0891853,-23.6172,0.2992,-0.95364,0.0324159,eBrem
e-,0.00410851,7.60634,-0.123164,-23.616,0.345134,0.511604,-0.786857,phot
gamma,1.10254,-0.517476,-0.241283,-45.5556,-0.136165,-0.011429,0.99062,eBrem
e-,0.440707,-12.5174,-1.2485,41.7458,-0.517384,-0.438655,0.734776,compt
e-,1.84334,-0.00316232,-0.226392,-46.9639,0.459835,0.267435,0.846776,eIoni
gamma,0.0845859,4.76727,-5.3466,-38.9081,-0.432966,-0.753118,0.495332,eBrem
e-,0.809963,0.417066,0.893125,-45.2681,-0.0597924,-0.348979,0.935221,eIoni
gamma,0.0057899,3.72573,4.80888,-36.1109,0.466688,-0.884074,-0.024816,eBrem
e-,0.0052519,3.83555,4.60085,-36.1167,0.549736,0.380802,-0.743492,phot
gamma,0.00928313,-0.311766,-0.260374,-39.3798,-0.399972,-0.511729,0.760366,eBrem
e-,0.00874513,-0.428955,-0.410306,-39.157,0.755575,-0.305981,0.579208,phot
e-,0.00125102,-0.120351,-0.357672,-59.5492,0.313797,0.942361,0.116133,eIoni
e-,0.0202359,-0.149592,-0.432591,-55.2066,0.102337,-0.98357,0.148719,eIoni
e-,0.393515,-0.742641,-0.968682,-27.8111,0.179583,0.0385825,0.982986,eIoni
e-,0.00226257,-0.165417,-0.300067,-74.973,-0.555445,-0.823817,0.113168,eIoni
gamma,0.128642,-0.173956,-0.747449,-47.3212,0.20159,-0.269762,0.941589,eBrem
gamma,0.07439,3.81519,-12.6147,-27.7032,0.428132,-0.813786,0.393008,eBrem
e-,0.0317966,9.11864,-13.1825,-3.91723,0.631206,-0.354568,0.689827,compt
e-,0.0227321,-41.2448,3.63879,-7.34672,-0.974997,-0.0328763,-0.219775,compt
e-,0.0145523,-19.7788,16.8479,2.78426,0.714797,0.698603,-0.0319118,compt
e-,0.0117949,-36.9155,-21.4631,25.3727,-0.42093,-0.793763,0.439042,compt
e-,0.00418005,-34.3129,-17.0667,23.1306,0.689349,0.251331,-0.679434,compt
e-,0.00102701,-0.0801265,-0.124132,-88.8233,-0.125987,0.988781,0.0802474,eIoni
e-,0.351571,-0.460276,-0.784144,-49.4183,-0.846655,-0.124488,0.517376,eIoni
e-,0.590271,0.863171,-5.42129,-37.1644,0.168865,-0.954929,0.24412,eIoni
gamma,1.2579,1.01818,-6.53557,-34.6775,0.152548,-0.163436,0.974689,eBrem
e-,0.604005,8.5165,-14.5691,13.2323,-0.365792,-0.269339,0.890872,compt
gamma,0.00376254,0.862302,-6.1469,-36.7683,-0.0994802,0.210917,-0.972429,eBrem
e-,0.00322454,0.857101,-6.13588,-36.8192,-0.645934,-0.762303,0.040793,phot
gamma,0.00311911,0.412576,1.79712,-45.619,0.0634778,0.711565,0.699747,eBrem
gamma,1.5764,0.20354,9.35659,-36.2402,0.15884,0.973735,0.163123,eBrem
e-,0.274838,3.33335,28.5432,-33.026,0.156339,0.46663,0.870525,compt
e-,0.00258111,0.413907,1.81204,-45.6044,-0.325468,-0.944723,0.0396233,phot
gamma,0.0443383,-0.841464,-1.2574,-27.4087,-0.264917,0.921426,0.28424,eBrem
gamma,0.00316057,-0.937172,3.46416,-27.3169,0.20089,0.864123,0.461448,eBrem
e-,0.00262257,-0.932707,3.48337,-27.3066,0.655426,-0.108709,-0.747395,phot
e-,0.00568258,-12.5647,39.5178,-14.8305,0.0553256,0.985426,0.160858,compt
e-,0.00149425,0.485051,-0.725053,-63.385,-0.471156,-0.881174,0.0393083,eIoni
gamma,0.0157763,0.557565,-0.949433,-48.4215,0.172676,-0.0655556,0.982795,eBrem
e-,2.64797,0.655209,-1.25108,-47.2302,0.0656185,0.137124,0.988378,eIoni
e-,0.0152383,0.721303,-1.01159,-47.4896,-0.591143,-0.786588,-0.178404,phot
gamma,0.0399002,1.1531,0.0233086,-37.7197,0.338987,0.135691,0.930954,eBrem
e-,0.000616424,10.2784,3.67605,-12.6588,0.762982,0.646262,0.01426,compt
e-,0.000649715,6.58476,-7.98229,10.1871,0.857944,-0.118106,0.499982,compt
e-,0.0380532,-8.58097,-16.2167,22.0264,-0.978965,-0.175398,-0.104229,phot
e-,0.00134725,0.00317052,0.00238388,-96.1551,-0.879982,-0.462838,0.106833,eIoni
e-,0.0011588,0.215492,0.0461822,-62.0421,-0.374176,0.926164,-0.0470345,eIoni
gamma,0.122145,1.76314,-2.36459,-39.5864,-0.0912992,-0.0305911,0.995354,eBrem
e-,0.523792,0.255001,-0.0563092,-47.6883,-0.626503,0.0112877,0.779337,eIoni
e-,0.00159465,0.172752,-1.12178,-52.9947,0.914482,0.401434,0.0507321,eIoni
e-,0.00105912,0.201403,0.0500513,-74.621,-0.193053,-0.981068,-0.0153934,eIoni
e-,0.001093,-0.0398928,0.00723098,-87.7473,-0.838866,-0.544244,-0.0101612,eIoni
e-,0.631418,0.0147196,0.184182,-48.4608,-0.282158,-0.612083,0.738743,eIoni
e-,0.62581,-5.34777,-2.68797,-35.1021,-0.321695,0.255276,0.911782,eIoni
gamma,0.0450665,-6.5661,-4.14791,-32.7679,-0.69586,-0.309056,0.648277,eBrem
e-,0.0445285,-37.8871,-18.0587,-3.58861,-0.861413,-0.408769,0.301454,phot
gamma,0.00423773,-0.00341761,0.0049539,-49.8777,-0.0500803,0.0441038,0.997771,eBrem
gamma,0.390459,0.497819,2.41882,-39.2161,-0.256158,-0.0862528,0.962779,eBrem
e-,0.00369973,-0.00433075,0.00575806,-49.8596,-0.862569,-0.488387,-0.13211,phot
e-,0.358724,3.85549,-8.51679,-35.2373,-0.887548,-0.42628,0.174768,eIoni
e-,0.466176,3.90243,-13.7497,-32.9459,-0.0762664,-0.811574,-0.57925,eIoni
e-,0.0011121,0.0109791,-0.00592742,-93.8121,0.660427,0.750614,0.0203886,eIoni
gamma,0.393374,-1.83877,-0.605789,-43.5365,-0.666035,-0.354825,0.656122,eBrem
e-,0.400734,0.150027,1.90824,-42.0482,0.72383,0.533039,0.438109,eIoni
e-,0.00455014,-1.03208,-0.167049,-51.068,0.82104,-0.570659,0.0155044,eIoni
e-,0.00133756,-0.549498,0.0767343,-63.8198,-0.995364,-0.0767112,0.0580218,eIoni
gamma,0.0618279,-2.19952,7.2032,-38.1602,-0.121109,0.448716,0.88543,eBrem
e-,0.00761198,-3.0982,10.5329,-31.5899,0.233426,-0.0650697,0.970195,compt
e-,0.0536643,-18.607,28.8696,-49.0289,-0.2806,0.34546,0.895501,phot
e-,0.00167378,-0.229381,-0.0457291,-71.5956,0.0896773,-0.995964,-0.0038266,eIoni
e-,0.390029,-5.27723,0.386716,-30.9504,-0.0284755,-0.846163,0.532162,eIoni
e-,0.767129,-5.4568,0.421125,-30.5133,-0.916008,-0.0148916,0.400883,eIoni
gamma,0.0116417,-6.2192,0.880496,-27.3297,0.0995923,-0.871767,0.479692,eBrem
e-,0.0111037,-5.46659,-5.70737,-23.7047,-0.30673,0.761955,0.570387,phot
e-,0.436138,-6.32743,-4.54485,-27.0057,-0.313414,-0.942912,0.112644,eIoni
gamma,0.0203631,-6.31952,-5.2113,-27.2901,0.778602,-0.36037,-0.513724,eBrem
e-,0.000601824,-4.81627,-5.90707,-28.282,0.71206,-0.588656,0.382694,compt
gamma,0.0239928,0.0165405,0.0678326,-47.7095,0.302529,0.0119454,0.953065,eBrem
e-,0.0234548,6.77307,0.334616,-26.4243,0.393776,-0.906953,0.149589,phot
e-,0.453236,-0.140273,-0.580767,-43.1618,-0.356515,-0.826277,0.436078,eIoni
e-,0.515603,1.82166,-0.556142,-37.8701,0.644496,-0.588922,0.487643,eIoni
e-,0.00102559,-0.360295,-0.344252,-54.4639,0.99442,-0.0544951,0.0903249,eIoni
gamma,0.0393855,14.2122,-1.78215,-33.8875,0.96871,-0.213682,0.126254,eBrem
e-,0.0388475,15.5817,-2.08424,-33.709,0.566507,-0.299803,-0.767586,phot
e-,0.00149604,0.011723,0.00762951,-90.5802,-0.867191,-0.477008,0.14298,eIoni
gamma,0.182024,0.00428223,-0.012724,-49.6864,0.601881,-0.277798,0.74871,eBrem
gamma,0.0165622,-0.341884,2.33421,-41.006,-0.0945792,0.492182,0.865339,eBrem
e-,0.0165337,-2.82342,15.2479,-18.3015,-0.0372507,-0.960224,0.276734,phot
e-,0.0642597,7.07402,-3.27575,-40.892,0.334216,-0.526077,0.782012,compt
gamma,0.151183,0.0753195,0.0895096,-48.6206,-0.0825399,0.073774,0.993853,eBrem
gamma,0.24449,0.165223,0.512025,-44.7741,-0.209066,-0.0525873,0.976487,eBrem
gamma,0.0238787,3.04909,-7.72575,-32.036,-0.360904,-0.852629,0.377852,eBrem
e-,0.00106767,-7.80099,-33.3589,-20.6764,0.339193,-0.739566,0.581369,compt
e-,0.000902813,-16.6151,-31.4568,-25.499,-0.559017,0.121311,-0.820234,compt
e-,0.000145028,-12.7286,-25.3413,-20.6574,0.464116,-0.486761,0.74004,compt
e-,0.0211682,-11.6776,-12.2787,-18.9192,-0.409719,0.385459,0.826772,phot
e-,0.0349466,-5.36142,-0.878115,-18.9608,0.498318,-0.684983,0.531486,compt
e-,0.0438289,-21.9005,11.4091,-6.05664,-0.399094,0.914629,-0.0646398,compt
e-,0.0526486,-44.0769,-24.3722,44.3978,-0.660352,-0.582601,0.473827,compt
e-,0.0270746,-37.501,-21.2277,45.3479,0.618699,0.783073,-0.0633142,compt
e-,0.0027226,-37.4986,-26.6059,46.9261,0.923515,-0.308707,0.22764,compt
e-,0.0329026,-3.16487,2.98558,-9.60586,-0.174236,-0.565688,0.806002,compt
e-,0.844423,0.669302,1.28646,-45.6162,0.899181,0.332233,0.284773,eIoni
gamma,0.00385146,1.78331,11.5171,-41.2919,0.593428,0.306617,-0.744197,eBrem
e-,0.395545,0.99913,15.9787,-45.221,-0.36866,0.399668,-0.839259,eIoni
e-,0.00331346,1.83007,11.5412,-41.3505,0.634147,-0.744988,0.207004,phot
e-,0.00142347,0.155602,0.287726,-76.7988,0.154116,-0.985432,-0.0719209,eIoni
e-,0.659032,4.54298,-0.296606,-34.8116,0.862903,-0.440836,0.247109,eIoni
e-,0.696536,0.354594,0.591934,-45.8601,0.0954378,0.904985,0.414601,eIoni
e-,0.00189995,-0.0159746,0.00208642,-86.8009,-0.308534,-0.947336,0.0857951,eIoni
gamma,3.99399,-0.0309461,0.0555849,-47.1197,0.0134116,-0.0716386,0.99734,eBrem
e-,2.97657,0.246505,-1.42643,-26.4873,0.23817,-0.117248,0.96412,compt
e-,0.3774,8.33302,-4.57138,-33.9792,0.770923,0.228461,0.594544,eIoni
gamma,0.00922699,9.10701,-4.43817,-33.6744,0.955388,-0.195064,0.221774,eBrem
e-,0.00868899,9.26575,-4.47059,-33.6376,0.0329583,-0.998898,-0.0334095,phot
e-,0.00130158,0.330723,-0.268807,-58.5104,-0.694398,-0.71883,-0.0331017,eIoni
gamma,0.0141345,0.26558,0.772683,-45.8681,0.110319,0.296323,0.948695,eBrem
gamma,0.0154883,-3.90151,7.02957,-25.1261,0.473801,-0.181652,0.861693,eBrem
e-,0.0149503,-1.93792,6.25237,-21.5339,-0.143638,0.652136,0.74437,phot
e-,0.0135965,2.33381,6.32808,-28.0822,0.835648,0.163971,0.524219,phot
e-,0.532093,8.37175,1.96567,-30.862,-0.445565,0.842796,0.301938,eIoni
e-,0.00145883,0.0252878,-0.0317517,-87.5624,0.933709,-0.355857,0.0394067,eIoni
e-,0.625733,-0.305176,0.203961,-45.4997,-0.752293,0.353936,0.555684,eIoni
e-,1.21565,-0.582397,0.814793,-41.6742,0.201794,0.153968,0.96725,eIoni
e-,0.004406,0.181458,0.184508,-70.8115,0.433524,-0.899432,0.0554932,eIoni
e-,0.585754,0.0994389,-0.118169,-47.5844,-0.713628,-0.114001,0.691187,eIoni
e-,0.619931,0.160857,-0.120982,-47.2571,0.841467,-0.0824973,0.533974,eIoni
gamma,0.0446733,0.0027945,-0.119545,-46.3265,0.0929652,0.226542,0.969555,eBrem
e-,0.00569135,4.14726,9.97988,-3.10289,0.218396,0.322239,0.921122,compt
e-,0.0018942,-0.57735,3.85081,-17.3806,-0.0282366,-0.905223,-0.423997,compt
gamma,0.0367354,-2.5719,-1.27219,-39.6855,-0.17999,0.079535,0.980448,eBrem
gamma,0.0208079,-2.71409,2.38098,-31.2835,0.561743,0.813657,-0.149687,eBrem
e-,0.0202699,-2.67154,2.4426,-31.2949,0.597276,-0.718521,0.356355,phot
e-,0.00357899,-6.8824,0.632559,-16.2051,-0.463166,-0.169821,0.869849,compt
e-,0.0326042,1.66027,7.38446,-21.8881,0.100994,0.139491,-0.98506,phot
e-,0.00157819,0.664651,-0.320366,-77.6816,0.786036,0.570421,0.23826,eIoni
gamma,0.455157,1.48551,-0.898562,-43.9968,-0.0512795,-0.15911,0.985928,eBrem
gamma,0.0293311,2.03633,-4.06423,-31.7681,0.223572,-0.536416,0.813802,eBrem
e-,0.00167432,16.1771,-37.9922,19.7043,-0.140757,0.153513,0.97807,compt
e-,0.0271046,22.4218,-44.6916,9.89724,-0.380941,0.488192,-0.785208,phot
e-,0.855581,-1.43772,2.76912,-33.9443,-0.644056,0.136854,0.752637,eIoni
gamma,0.00498288,-12.2781,-7.47442,-33.4714,-0.102026,-0.342024,0.934136,eBrem
e-,0.00444488,-12.3265,-7.63669,-33.0282,0.00322864,0.671853,-0.740677,phot
e-,0.00463544,-0.00943036,-0.0130852,-93.9342,-0.333585,-0.937402,0.0999884,eIoni
e-,0.00181368,-9.67644e-05,0.0202863,-86.0405,-0.563332,-0.825881,0.024057,eIoni
gamma,0.257224,-1.76178,2.83093,-36.5018,-0.168015,0.102571,0.980434,eBrem
