name, ekin_MeV, posX_mm, posY_mm, posZ_mm,momX, momY, momZ, process
e-,0.390739,-2.09353,-5.37313,-32.3447,0.983167,0.152925,-0.0999815,eIoni
e-,0.674446,-1.15837,2.48227,-36.1896,-0.536908,0.464515,0.800072,eIoni
e-,0.674446,-1.15837,2.48227,-36.1896,-0.501945,0.434267,0.747973,eIoni
gamma,0.0746092,-2.08591,4.66207,-41.8412,-0.00976506,0.0458551,0.0580386,eBrem
gamma,0.0746092,-2.08591,4.66207,-41.8412,-0.130883,0.614604,0.777902,eBrem
e-,0.0105135,-0.029273,0.0777284,-79.5488,-0.0975276,0.0355095,0.00909897,eIoni
e-,0.00440074,0.199765,0.195641,-59.4714,0.0638298,0.020998,-0.00132287,eIoni
gamma,0.0210299,2.19182,0.186029,-38.4806,0.00117799,0.00450484,0.0205079,eBrem
e-,0.0105135,-0.029273,0.0777284,-79.5488,-0.936064,0.340818,0.0873313,eIoni
e-,0.00440074,0.199765,0.195641,-59.4714,0.949736,0.312433,-0.0196833,eIoni
gamma,0.0210299,2.19182,0.186029,-38.4806,0.0560149,0.214212,0.97518,eBrem
e-,0.0204919,2.78156,2.44133,-28.2136,0.0460223,0.127736,0.054111,phot
e-,0.0204919,2.78156,2.44133,-28.2136,0.314878,0.873951,0.370219,phot
